,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
10,11.01.2014,"3,1 °C","Min. 05:22-0,1 °C","Max. 20:355,8 °C",93 %,Min. 00:0090 %,Max. 08:3095 %,"1019,4 hPa","Min. 06:551017,0 hPa","Max. 23:401025,0 hPa","0,6 l/m²","Max. 08:450,2 l/m²","0,3 km/h (0 Bft)","Max. 15:403,3 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,1 °C","Max. 20:154,8 °C","Min. 05:22-1,1 °C","3,1 °C","Max. 20:155,7 °C","Min. 05:22-0,1 °C","1,8 km/h (1 Bft)","Max. 14:509,7 km/h (2 Bft)"
11,12.01.2014,"2,4 °C","Min. 08:50-1,6 °C","Max. 13:408,2 °C",87 %,Min. 14:5563 %,Max. 10:3096 %,"1023,9 hPa","Min. 23:351018,8 hPa","Max. 08:301026,9 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,7 km/h (0 Bft)","Max. 22:405,6 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,4 °C","Max. 12:554,4 °C","Min. 08:50-2,3 °C","2,4 °C","Max. 13:408,2 °C","Min. 08:50-1,6 °C","3,2 km/h (1 Bft)","Max. 22:4017,7 km/h (3 Bft)"
12,13.01.2014,"3,9 °C","Min. 02:35-0,4 °C","Max. 12:006,2 °C",93 %,Min. 12:1585 %,Max. 04:4095 %,"1014,9 hPa","Min. 23:501010,9 hPa","Max. 00:001018,7 hPa","6,8 l/m²","Max. 04:450,2 l/m²","1,0 km/h (0 Bft)","Max. 10:206,0 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,9 °C","Max. 15:505,1 °C","Min. 01:15-1,5 °C","3,9 °C","Max. 12:006,2 °C","Min. 02:35-0,4 °C","4,4 km/h (1 Bft)","Max. 08:1019,3 km/h (3 Bft)"
13,14.01.2014,"5,4 °C","Min. 22:403,6 °C","Max. 13:356,9 °C",95 %,Min. 13:1092 %,Max. 01:05100 %,"1008,2 hPa","Min. 12:301006,3 hPa","Max. 23:251011,0 hPa","0,4 l/m²","Max. 14:300,2 l/m²","0,2 km/h (0 Bft)","Max. 10:352,1 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,7 °C","Max. 13:255,7 °C","Min. 22:402,9 °C","5,4 °C","Max. 13:356,9 °C","Min. 22:403,6 °C","1,6 km/h (1 Bft)","Max. 15:358,0 km/h (2 Bft)"
14,15.01.2014,"4,9 °C","Min. 08:202,4 °C","Max. 15:206,9 °C",85 %,Min. 23:1071 %,Max. 00:0095 %,"1011,6 hPa","Min. 23:251008,4 hPa","Max. 09:501013,7 hPa","0,2 l/m²","Max. 18:150,2 l/m²","1,4 km/h (1 Bft)","Max. 09:454,8 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,6 °C","Max. 12:203,5 °C","Min. 08:251,2 °C","4,9 °C","Max. 15:206,9 °C","Min. 08:252,4 °C","6,1 km/h (2 Bft)","Max. 09:4516,1 km/h (3 Bft)"
15,16.01.2014,"7,1 °C","Min. 01:405,0 °C","Max. 14:0010,9 °C",87 %,Min. 14:5067 %,Max. 01:5094 %,"1004,8 hPa","Min. 16:301001,8 hPa","Max. 00:101008,7 hPa","2,6 l/m²","Max. 00:250,2 l/m²","0,5 km/h (0 Bft)","Max. 19:204,2 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"5,0 °C","Max. 20:056,5 °C","Min. 00:002,6 °C","7,1 °C","Max. 14:0010,9 °C","Min. 01:405,0 °C","3,4 km/h (1 Bft)","Max. 19:3514,5 km/h (3 Bft)"
16,17.01.2014,"7,5 °C","Min. 23:552,8 °C","Max. 14:5012,0 °C",81 %,Min. 15:0065 %,Max. 00:0092 %,"1004,1 hPa","Min. 15:501003,2 hPa","Max. 10:001004,9 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,3 km/h (1 Bft)","Max. 15:155,0 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,4 °C","Max. 13:506,1 °C","Min. 23:451,3 °C","7,5 °C","Max. 14:4511,9 °C","Min. 23:552,8 °C","6,1 km/h (2 Bft)","Max. 15:5017,7 km/h (3 Bft)"
17,18.01.2014,"3,7 °C","Min. 03:551,3 °C","Max. 12:508,4 °C",89 %,Min. 12:5576 %,Max. 05:0094 %,"1003,1 hPa","Min. 23:551000,2 hPa","Max. 02:551005,4 hPa","0,2 l/m²","Max. 06:200,2 l/m²","0,4 km/h (0 Bft)","Max. 17:555,1 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,0 °C","Max. 12:354,7 °C","Min. 03:550,3 °C","3,7 °C","Max. 12:508,4 °C","Min. 03:551,3 °C","2,5 km/h (1 Bft)","Max. 17:5520,9 km/h (4 Bft)"
18,19.01.2014,"3,6 °C","Min. 23:551,2 °C","Max. 13:157,5 °C",90 %,Min. 13:1580 %,Max. 10:0095 %,"1000,2 hPa","Min. 06:00999,0 hPa","Max. 20:301001,4 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,2 km/h (0 Bft)","Max. 02:253,5 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,2 °C","Max. 13:104,5 °C","Min. 23:550,2 °C","3,6 °C","Max. 13:157,5 °C","Min. 23:551,2 °C","2,2 km/h (1 Bft)","Max. 02:259,7 km/h (2 Bft)"
19,20.01.2014,"3,7 °C","Min. 00:101,1 °C","Max. 14:055,1 °C",94 %,Min. 14:2092 %,Max. 05:30100 %,"1003,4 hPa","Min. 01:101000,1 hPa","Max. 23:551007,9 hPa","0,4 l/m²","Max. 19:050,2 l/m²","0,1 km/h (0 Bft)","Max. 05:451,6 km/h (1 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,8 °C","Max. 21:304,1 °C","Min. 00:100,1 °C","3,7 °C","Max. 14:055,1 °C","Min. 00:101,1 °C","1,3 km/h (1 Bft)","Max. 05:456,4 km/h (2 Bft)"
20,21.01.2014,"3,8 °C","Min. 08:503,4 °C","Max. 00:004,6 °C",94 %,Min. 11:2591 %,Max. 00:0095 %,"1011,3 hPa","Min. 00:001008,0 hPa","Max. 21:001013,4 hPa","1,2 l/m²","Max. 09:000,2 l/m²","0,2 km/h (0 Bft)","Max. 13:002,6 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,0 °C","Max. 00:003,9 °C","Min. 11:552,4 °C","3,8 °C","Max. 00:004,6 °C","Min. 08:553,4 °C","1,7 km/h (1 Bft)","Max. 07:008,0 km/h (2 Bft)"
21,22.01.2014,"4,8 °C","Min. 00:004,1 °C","Max. 14:205,8 °C",94 %,Min. 15:1592 %,Max. 06:3596 %,"1013,3 hPa","Min. 06:401012,5 hPa","Max. 22:251014,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,0 km/h (0 Bft)","Max. 16:101,0 km/h (0 Bft)",W-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,0 °C","Max. 14:204,8 °C","Min. 00:003,4 °C","4,8 °C","Max. 14:205,8 °C","Min. 00:004,1 °C","0,6 km/h (0 Bft)","Max. 16:456,4 km/h (2 Bft)"
22,23.01.2014,"4,6 °C","Min. 18:003,4 °C","Max. 10:505,8 °C",92 %,Min. 12:2585 %,Max. 20:5095 %,"1014,7 hPa","Min. 23:251011,1 hPa","Max. 11:001016,6 hPa","2,0 l/m²","Max. 16:200,2 l/m²","0,7 km/h (0 Bft)","Max. 12:454,8 km/h (1 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,3 °C","Max. 09:204,2 °C","Min. 17:502,3 °C","4,6 °C","Max. 10:555,8 °C","Min. 18:103,4 °C","3,9 km/h (1 Bft)","Max. 12:2516,1 km/h (3 Bft)"
23,24.01.2014,"3,8 °C","Min. 07:503,3 °C","Max. 00:004,7 °C",94 %,Min. 05:1591 %,Max. 00:0095 %,"1014,7 hPa","Min. 01:401010,0 hPa","Max. 21:451018,4 hPa","4,4 l/m²","Max. 00:100,2 l/m²","1,0 km/h (0 Bft)","Max. 04:306,5 km/h (2 Bft)",N-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,9 °C","Max. 00:004,0 °C","Min. 08:102,1 °C","3,9 °C","Max. 00:004,7 °C","Min. 07:503,3 °C","4,6 km/h (1 Bft)","Max. 04:3020,9 km/h (4 Bft)"
24,25.01.2014,"3,2 °C","Min. 07:401,6 °C","Max. 15:354,4 °C",92 %,Min. 16:1083 %,Max. 06:50100 %,"1017,9 hPa","Min. 23:501010,2 hPa","Max. 11:001020,2 hPa","0,4 l/m²","Max. 07:050,2 l/m²","0,6 km/h (0 Bft)","Max. 19:504,3 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,9 °C","Max. 00:153,0 °C","Min. 07:400,9 °C","3,2 °C","Max. 15:354,4 °C","Min. 07:401,6 °C","3,1 km/h (1 Bft)","Max. 19:5016,1 km/h (3 Bft)"
25,26.01.2014,"4,9 °C","Min. 00:302,2 °C","Max. 13:457,4 °C",80 %,Min. 13:4065 %,Max. 02:4594 %,"1008,2 hPa","Min. 23:50996,0 hPa","Max. 10:101013,1 hPa","3,2 l/m²","Max. 00:100,2 l/m²","2,4 km/h (1 Bft)","Max. 13:007,1 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,6 °C","Max. 11:502,9 °C","Min. 20:350,4 °C","4,9 °C","Max. 13:407,3 °C","Min. 00:302,2 °C","10,1 km/h (2 Bft)","Max. 13:0022,5 km/h (4 Bft)"
26,27.01.2014,"4,2 °C","Min. 09:153,0 °C","Max. 12:206,3 °C",89 %,Min. 12:4577 %,Max. 05:4095 %,"998,7 hPa","Min. 01:05994,8 hPa","Max. 23:551001,0 hPa","2,0 l/m²","Max. 00:100,2 l/m²","1,7 km/h (1 Bft)","Max. 13:257,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,5 °C","Max. 14:054,1 °C","Min. 20:001,0 °C","4,2 °C","Max. 12:156,2 °C","Min. 09:153,0 °C","6,9 km/h (2 Bft)","Max. 13:2522,5 km/h (4 Bft)"
27,28.01.2014,"4,9 °C","Min. 08:301,4 °C","Max. 14:359,2 °C",78 %,Min. 14:5056 %,Max. 02:4592 %,"1000,7 hPa","Min. 18:55999,1 hPa","Max. 10:301002,6 hPa","0,2 l/m²","Max. 00:400,2 l/m²","2,5 km/h (1 Bft)","Max. 23:458,0 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,3 °C","Max. 12:153,1 °C","Min. 23:50-0,6 °C","4,8 °C","Max. 14:359,2 °C","Min. 23:450,7 °C","9,3 km/h (2 Bft)","Max. 20:3524,1 km/h (4 Bft)"
28,29.01.2014,"1,9 °C","Min. 22:550,8 °C","Max. 14:153,8 °C",79 %,Min. 12:5072 %,Max. 00:3086 %,"1001,3 hPa","Min. 05:35999,6 hPa","Max. 23:451005,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,9 km/h (1 Bft)","Max. 01:008,2 km/h (2 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,5 °C","Max. 14:15-0,6 °C","Min. 22:55-2,4 °C","1,9 °C","Max. 14:153,8 °C","Min. 01:00-0,7 °C","11,2 km/h (2 Bft)","Max. 08:5524,1 km/h (4 Bft)"
29,30.01.2014,"2,1 °C","Min. 08:25-0,7 °C","Max. 13:505,8 °C",76 %,Min. 13:5565 %,Max. 08:2586 %,"1006,6 hPa","Min. 00:501005,0 hPa","Max. 11:151007,9 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,7 km/h (0 Bft)","Max. 19:006,1 km/h (2 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,7 °C","Max. 14:400,3 °C","Min. 07:50-3,0 °C","2,1 °C","Max. 13:505,8 °C","Min. 08:25-0,7 °C","4,0 km/h (1 Bft)","Max. 19:0530,6 km/h (5 Bft)"
30,31.01.2014,"1,9 °C","Min. 08:35-2,2 °C","Max. 14:505,9 °C",82 %,Min. 13:1567 %,Max. 03:1592 %,"1009,2 hPa","Min. 00:051006,4 hPa","Max. 11:101011,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,7 km/h (0 Bft)","Max. 22:107,0 km/h (2 Bft)",N-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,0 °C","Max. 14:451,2 °C","Min. 07:45-3,5 °C","1,9 °C","Max. 14:505,9 °C","Min. 07:45-2,1 °C","3,3 km/h (1 Bft)","Max. 22:1020,9 km/h (4 Bft)"
31,01.02.2014,"4,7 °C","Min. 05:150,1 °C","Max. 13:008,8 °C",82 %,Min. 12:5561 %,Max. 23:4594 %,"1005,3 hPa","Min. 07:201002,5 hPa","Max. 23:051008,7 hPa","2,4 l/m²","Max. 19:100,2 l/m²","0,8 km/h (0 Bft)","Max. 12:555,3 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,8 °C","Max. 20:304,3 °C","Min. 05:10-1,7 °C","4,7 °C","Max. 13:008,8 °C","Min. 05:150,1 °C","3,7 km/h (1 Bft)","Max. 12:4017,7 km/h (3 Bft)"
32,02.02.2014,"5,2 °C","Min. 23:552,5 °C","Max. 15:207,8 °C",92 %,Min. 15:4581 %,Max. 10:1096 %,"1014,2 hPa","Min. 00:001008,7 hPa","Max. 22:151018,6 hPa","2,0 l/m²","Max. 00:450,2 l/m²","0,4 km/h (0 Bft)","Max. 13:153,3 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,0 °C","Max. 13:006,1 °C","Min. 23:551,5 °C","5,2 °C","Max. 15:207,8 °C","Min. 23:552,5 °C","2,5 km/h (1 Bft)","Max. 11:309,7 km/h (2 Bft)"
33,03.02.2014,"3,7 °C","Min. 02:400,8 °C","Max. 10:306,1 °C",87 %,Min. 12:5579 %,Max. 07:1096 %,"1012,5 hPa","Min. 16:151008,8 hPa","Max. 00:001018,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,7 km/h (1 Bft)","Max. 12:207,0 km/h (2 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,7 °C","Max. 10:303,3 °C","Min. 02:40-0,1 °C","3,6 °C","Max. 10:306,1 °C","Min. 02:400,8 °C","7,0 km/h (2 Bft)","Max. 11:0522,5 km/h (4 Bft)"
34,04.02.2014,"4,9 °C","Min. 02:451,8 °C","Max. 16:208,3 °C",84 %,Min. 16:4073 %,Max. 03:1591 %,"1010,7 hPa","Min. 23:551006,8 hPa","Max. 11:451012,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,6 km/h (0 Bft)","Max. 23:355,2 km/h (1 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,3 °C","Max. 11:403,9 °C","Min. 02:350,3 °C","4,9 °C","Max. 16:208,3 °C","Min. 02:451,8 °C","3,0 km/h (1 Bft)","Max. 23:3517,7 km/h (3 Bft)"
35,05.02.2014,"4,1 °C","Min. 07:501,7 °C","Max. 00:006,1 °C",86 %,Min. 02:3578 %,Max. 21:2093 %,"1003,0 hPa","Min. 14:001000,2 hPa","Max. 00:001006,7 hPa","1,4 l/m²","Max. 13:250,2 l/m²","1,6 km/h (1 Bft)","Max. 08:206,5 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,0 °C","Max. 14:453,7 °C","Min. 06:45-0,3 °C","4,1 °C","Max. 00:006,1 °C","Min. 07:501,7 °C","6,9 km/h (2 Bft)","Max. 00:1522,5 km/h (4 Bft)"
36,06.02.2014,"8,7 °C","Min. 00:005,3 °C","Max. 13:2011,9 °C",71 %,Min. 22:1553 %,Max. 00:0087 %,"1006,3 hPa","Min. 23:55998,6 hPa","Max. 09:551010,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,7 km/h (1 Bft)","Max. 21:109,0 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,5 °C","Max. 12:405,0 °C","Min. 23:551,3 °C","8,6 °C","Max. 13:2011,9 °C","Min. 00:005,3 °C","10,3 km/h (2 Bft)","Max. 18:3529,0 km/h (5 Bft)"
