,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
10,11.01.2009,"-8,0 °C","Min. 06:15-11,6 °C","Max. 14:50-1,8 °C",84 %,Min. 14:2069 %,Max. 00:0589 %,"1034,0 hPa","Min. 00:001031,9 hPa","Max. 10:551036,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,2 km/h (0 Bft)","Max. 12:352,0 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-10,2 °C","Max. 14:50-6,5 °C","Min. 06:15-13,3 °C","-8,0 °C","Max. 14:50-1,8 °C","Min. 06:15-11,6 °C","1,0 km/h (0 Bft)","Max. 12:306,4 km/h (2 Bft)"
11,12.01.2009,"-7,2 °C","Min. 06:15-11,6 °C","Max. 13:50-0,7 °C",84 %,Min. 14:2567 %,Max. 01:2590 %,"1028,3 hPa","Min. 23:201022,9 hPa","Max. 00:001032,7 hPa","0,2 l/m²","Max. 13:300,2 l/m²","0,3 km/h (0 Bft)","Max. 13:103,6 km/h (1 Bft)",W,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-9,6 °C","Max. 13:50-5,5 °C","Min. 06:10-13,1 °C","-7,2 °C","Max. 13:50-0,7 °C","Min. 06:10-11,5 °C","1,5 km/h (1 Bft)","Max. 14:558,0 km/h (2 Bft)"
12,13.01.2009,"-2,1 °C","Min. 00:00-6,1 °C","Max. 15:055,0 °C",74 %,Min. 15:0552 %,Max. 02:4589 %,"1018,6 hPa","Min. 23:301015,7 hPa","Max. 00:001023,0 hPa","0,4 l/m²","Max. 15:100,2 l/m²","0,3 km/h (0 Bft)","Max. 13:153,6 km/h (1 Bft)",W,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-6,3 °C","Max. 15:15-3,6 °C","Min. 00:00-8,5 °C","-2,1 °C","Max. 15:055,0 °C","Min. 00:00-6,1 °C","1,8 km/h (1 Bft)","Max. 04:059,7 km/h (2 Bft)"
13,14.01.2009,"-2,5 °C","Min. 04:50-7,7 °C","Max. 11:200,2 °C",89 %,Min. 11:0578 %,Max. 20:4094 %,"1016,7 hPa","Min. 03:451015,1 hPa","Max. 23:301019,5 hPa","0,2 l/m²","Max. 12:100,2 l/m²","0,2 km/h (0 Bft)","Max. 12:202,6 km/h (1 Bft)",SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-4,1 °C","Max. 23:05-0,6 °C","Min. 05:00-9,2 °C","-2,5 °C","Max. 11:200,2 °C","Min. 05:00-7,7 °C","0,9 km/h (0 Bft)","Max. 12:208,0 km/h (2 Bft)"
14,15.01.2009,"0,4 °C","Min. 09:10-0,7 °C","Max. 23:501,5 °C",94 %,Min. 23:3588 %,Max. 06:5595 %,"1021,5 hPa","Min. 00:001019,4 hPa","Max. 23:151023,3 hPa","1,2 l/m²","Max. 11:300,4 l/m²","0,5 km/h (0 Bft)","Max. 13:303,4 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,5 °C","Max. 11:350,6 °C","Min. 09:00-1,4 °C","0,4 °C","Max. 23:251,4 °C","Min. 09:15-0,7 °C","2,2 km/h (1 Bft)","Max. 21:359,7 km/h (2 Bft)"
15,16.01.2009,"0,8 °C","Min. 23:50-2,6 °C","Max. 13:303,6 °C",86 %,Min. 11:3077 %,Max. 19:2594 %,"1023,6 hPa","Min. 02:151022,7 hPa","Max. 11:501024,4 hPa","0,2 l/m²","Max. 12:000,2 l/m²","2,1 km/h (1 Bft)","Max. 07:406,2 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,3 °C","Max. 13:30-0,0 °C","Min. 23:50-3,4 °C","0,8 °C","Max. 13:303,6 °C","Min. 23:50-2,6 °C","6,6 km/h (2 Bft)","Max. 09:0520,9 km/h (4 Bft)"
16,17.01.2009,"1,9 °C","Min. 00:40-3,3 °C","Max. 23:505,1 °C",85 %,Min. 13:0071 %,Max. 00:0094 %,"1021,0 hPa","Min. 23:551016,8 hPa","Max. 01:001023,4 hPa","0,2 l/m²","Max. 12:350,2 l/m²","1,2 km/h (1 Bft)","Max. 13:405,2 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,5 °C","Max. 23:502,6 °C","Min. 00:40-4,1 °C","1,9 °C","Max. 23:505,1 °C","Min. 00:40-3,3 °C","4,5 km/h (1 Bft)","Max. 12:3014,5 km/h (3 Bft)"
17,18.01.2009,"4,9 °C","Min. 22:053,0 °C","Max. 10:256,3 °C",85 %,Min. 10:2072 %,Max. 14:4592 %,"1007,9 hPa","Min. 15:301001,2 hPa","Max. 00:051017,0 hPa","3,8 l/m²","Max. 10:400,2 l/m²","2,8 km/h (1 Bft)","Max. 12:307,7 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,6 °C","Max. 16:554,6 °C","Min. 03:451,4 °C","4,9 °C","Max. 10:256,3 °C","Min. 22:103,0 °C","8,9 km/h (2 Bft)","Max. 10:4025,7 km/h (4 Bft)"
18,19.01.2009,"6,0 °C","Min. 03:052,2 °C","Max. 16:409,3 °C",85 %,Min. 23:0574 %,Max. 00:0091 %,"998,9 hPa","Min. 22:05992,2 hPa","Max. 00:301010,3 hPa","2,0 l/m²","Max. 10:050,2 l/m²","3,4 km/h (1 Bft)","Max. 12:0511,4 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,6 °C","Max. 16:006,7 °C","Min. 02:550,7 °C","5,7 °C","Max. 16:409,3 °C","Min. 11:301,1 °C","10,4 km/h (2 Bft)","Max. 12:4037,0 km/h (5 Bft)"
19,20.01.2009,"4,3 °C","Min. 23:350,8 °C","Max. 00:007,5 °C",81 %,Min. 14:4071 %,Max. 23:4590 %,"998,9 hPa","Min. 00:15993,6 hPa","Max. 23:501003,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,5 km/h (0 Bft)","Max. 06:004,6 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,3 °C","Max. 00:054,7 °C","Min. 23:35-0,8 °C","4,3 °C","Max. 00:007,5 °C","Min. 23:350,8 °C","2,7 km/h (1 Bft)","Max. 06:0512,9 km/h (3 Bft)"
20,21.01.2009,"1,9 °C","Min. 04:40-0,7 °C","Max. 14:305,0 °C",88 %,Min. 13:3578 %,Max. 05:5594 %,"1007,6 hPa","Min. 00:001003,1 hPa","Max. 22:301011,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,3 km/h (0 Bft)","Max. 12:502,5 km/h (1 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,1 °C","Max. 15:452,4 °C","Min. 03:35-1,7 °C","1,9 °C","Max. 15:355,0 °C","Min. 04:40-0,7 °C","1,6 km/h (1 Bft)","Max. 12:458,0 km/h (2 Bft)"
21,22.01.2009,"2,4 °C","Min. 08:40-2,2 °C","Max. 14:506,6 °C",80 %,Min. 14:5065 %,Max. 09:3595 %,"1004,4 hPa","Min. 23:50995,7 hPa","Max. 00:001011,1 hPa","0,2 l/m²","Max. 10:150,2 l/m²","2,5 km/h (1 Bft)","Max. 13:158,5 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,0 °C","Max. 10:301,0 °C","Min. 08:25-2,9 °C","2,3 °C","Max. 14:456,5 °C","Min. 08:25-2,1 °C","7,4 km/h (2 Bft)","Max. 12:4025,7 km/h (4 Bft)"
22,23.01.2009,"6,0 °C","Min. 08:553,7 °C","Max. 14:2510,1 °C",80 %,Min. 00:0067 %,Max. 11:5093 %,"981,8 hPa","Min. 13:55970,5 hPa","Max. 00:00995,6 hPa","7,0 l/m²","Max. 08:200,4 l/m²","7,0 km/h (2 Bft)","Max. 17:3517,6 km/h (3 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,8 °C","Max. 14:308,2 °C","Min. 00:15-1,2 °C","4,8 °C","Max. 14:159,9 °C","Min. 08:20-1,8 °C","18,4 km/h (3 Bft)","Max. 10:1535,4 km/h (5 Bft)"
23,24.01.2009,"3,9 °C","Min. 23:350,5 °C","Max. 13:558,1 °C",80 %,Min. 13:5563 %,Max. 09:1092 %,"989,8 hPa","Min. 07:25986,2 hPa","Max. 23:50999,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,1 km/h (1 Bft)","Max. 00:208,7 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,7 °C","Max. 13:102,0 °C","Min. 23:20-1,0 °C","3,8 °C","Max. 13:558,1 °C","Min. 23:350,5 °C","3,9 km/h (1 Bft)","Max. 00:2019,3 km/h (3 Bft)"
24,25.01.2009,"3,7 °C","Min. 00:000,6 °C","Max. 15:008,3 °C",75 %,Min. 14:5054 %,Max. 01:0092 %,"999,8 hPa","Min. 16:40997,7 hPa","Max. 07:351002,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,5 km/h (1 Bft)","Max. 21:557,5 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,6 °C","Max. 13:201,9 °C","Min. 20:05-3,0 °C","3,7 °C","Max. 14:508,2 °C","Min. 00:000,6 °C","7,6 km/h (2 Bft)","Max. 19:4524,1 km/h (4 Bft)"
25,26.01.2009,"1,7 °C","Min. 08:35-1,8 °C","Max. 14:406,2 °C",77 %,Min. 14:3561 %,Max. 08:4589 %,"1001,4 hPa","Min. 01:50998,0 hPa","Max. 23:301006,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,4 km/h (1 Bft)","Max. 01:057,2 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-2,0 °C","Max. 13:00-0,4 °C","Min. 08:35-3,5 °C","1,7 °C","Max. 14:406,2 °C","Min. 08:35-1,8 °C","4,7 km/h (1 Bft)","Max. 01:0520,9 km/h (4 Bft)"
26,27.01.2009,"-0,3 °C","Min. 03:45-3,2 °C","Max. 15:401,4 °C",89 %,Min. 12:4584 %,Max. 03:15100 %,"1012,6 hPa","Min. 00:001006,6 hPa","Max. 23:551017,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,1 km/h (0 Bft)","Max. 10:502,0 km/h (1 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,9 °C","Max. 20:30-0,2 °C","Min. 03:45-4,3 °C","-0,3 °C","Max. 15:401,4 °C","Min. 03:45-3,2 °C","0,8 km/h (0 Bft)","Max. 11:404,8 km/h (1 Bft)"
27,28.01.2009,"2,0 °C","Min. 06:350,5 °C","Max. 14:455,6 °C",80 %,Min. 14:4565 %,Max. 02:1090 %,"1018,2 hPa","Min. 00:501016,9 hPa","Max. 22:251019,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,1 km/h (0 Bft)","Max. 21:056,7 km/h (2 Bft)",NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,2 °C","Max. 13:050,5 °C","Min. 21:55-3,8 °C","2,0 °C","Max. 14:455,6 °C","Min. 02:100,6 °C","3,4 km/h (1 Bft)","Max. 21:0019,3 km/h (3 Bft)"
28,29.01.2009,"1,8 °C","Min. 23:50-1,6 °C","Max. 13:504,3 °C",70 %,Min. 13:5060 %,Max. 23:4584 %,"1020,8 hPa","Min. 03:451019,3 hPa","Max. 23:401023,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,4 km/h (1 Bft)","Max. 04:107,8 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-3,0 °C","Max. 12:40-2,2 °C","Min. 23:50-3,9 °C","1,8 °C","Max. 13:504,3 °C","Min. 23:50-1,6 °C","7,3 km/h (2 Bft)","Max. 03:3020,9 km/h (4 Bft)"
29,30.01.2009,"1,2 °C","Min. 00:35-2,1 °C","Max. 14:356,0 °C",72 %,Min. 14:1056 %,Max. 00:3586 %,"1022,7 hPa","Min. 15:001021,5 hPa","Max. 10:001024,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,4 km/h (1 Bft)","Max. 22:559,1 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-3,4 °C","Max. 14:30-1,5 °C","Min. 00:30-4,2 °C","1,2 °C","Max. 14:305,9 °C","Min. 22:55-2,5 °C","7,8 km/h (2 Bft)","Max. 06:3522,5 km/h (4 Bft)"
30,31.01.2009,"1,0 °C","Min. 02:50-0,3 °C","Max. 15:352,7 °C",67 %,Min. 19:4556 %,Max. 07:0576 %,"1018,5 hPa","Min. 23:501014,2 hPa","Max. 00:001021,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,2 km/h (1 Bft)","Max. 11:108,2 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-4,5 °C","Max. 00:40-3,7 °C","Min. 19:45-5,6 °C","0,9 °C","Max. 15:452,7 °C","Min. 02:05-1,8 °C","9,8 km/h (2 Bft)","Max. 02:0525,7 km/h (4 Bft)"
31,01.02.2009,"0,9 °C","Min. 09:00-0,3 °C","Max. 12:552,8 °C",63 %,Min. 12:5556 %,Max. 09:4570 %,"1008,0 hPa","Min. 22:051003,5 hPa","Max. 00:001014,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","4,7 km/h (1 Bft)","Max. 21:0512,1 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-5,4 °C","Max. 12:05-4,4 °C","Min. 05:00-7,0 °C","0,5 °C","Max. 12:502,6 °C","Min. 21:05-3,8 °C","12,6 km/h (3 Bft)","Max. 21:0530,6 km/h (5 Bft)"
32,02.02.2009,"3,3 °C","Min. 23:55-0,1 °C","Max. 15:407,2 °C",64 %,Min. 12:3055 %,Max. 23:4584 %,"1000,3 hPa","Min. 23:10997,5 hPa","Max. 00:001003,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,1 km/h (1 Bft)","Max. 00:358,5 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-2,9 °C","Max. 19:30-0,2 °C","Min. 00:10-5,0 °C","3,2 °C","Max. 15:407,2 °C","Min. 00:35-1,1 °C","9,5 km/h (2 Bft)","Max. 08:4025,7 km/h (4 Bft)"
33,03.02.2009,"1,4 °C","Min. 07:05-2,3 °C","Max. 14:307,1 °C",83 %,Min. 14:5066 %,Max. 07:1092 %,"999,4 hPa","Min. 00:05997,7 hPa","Max. 11:051000,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,5 km/h (0 Bft)","Max. 01:053,2 km/h (1 Bft)",N-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,2 °C","Max. 14:351,4 °C","Min. 06:30-3,5 °C","1,4 °C","Max. 14:357,1 °C","Min. 06:30-2,2 °C","2,2 km/h (1 Bft)","Max. 08:509,7 km/h (2 Bft)"
34,04.02.2009,"1,6 °C","Min. 05:10-1,8 °C","Max. 13:004,6 °C",90 %,Min. 11:3582 %,Max. 06:2094 %,"998,5 hPa","Min. 16:20997,4 hPa","Max. 00:00999,7 hPa","0,2 l/m²","Max. 15:000,2 l/m²","0,3 km/h (0 Bft)","Max. 15:253,3 km/h (1 Bft)",N-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,1 °C","Max. 15:452,8 °C","Min. 05:10-2,9 °C","1,6 °C","Max. 13:004,6 °C","Min. 05:10-1,8 °C","1,4 km/h (1 Bft)","Max. 12:508,0 km/h (2 Bft)"
35,05.02.2009,"2,7 °C","Min. 07:45-1,8 °C","Max. 16:358,5 °C",87 %,Min. 16:4072 %,Max. 01:3594 %,"997,5 hPa","Min. 23:50996,3 hPa","Max. 12:35999,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,9 km/h (0 Bft)","Max. 14:005,7 km/h (2 Bft)",O-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,8 °C","Max. 15:204,3 °C","Min. 07:50-2,8 °C","2,7 °C","Max. 16:358,5 °C","Min. 07:50-1,8 °C","3,4 km/h (1 Bft)","Max. 14:0517,7 km/h (3 Bft)"
