,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
89,31.03.2015,"9,8 °C","Min. 23:555,4 °C","Max. 14:4515,0 °C",80 %,Min. 15:5057 %,Max. 06:0595 %,"1005,7 hPa","Min. 07:10999,3 hPa","Max. 23:501013,1 hPa","4,6 l/m²","Max. 09:250,4 l/m²","6,4 km/h (2 Bft)","Max. 16:3516,8 km/h (3 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,3 °C","Max. 07:0510,0 °C","Min. 00:001,2 °C","8,8 °C","Max. 14:4014,9 °C","Min. 23:552,2 °C","20,6 km/h (4 Bft)","Max. 16:3553,1 km/h (7 Bft)"
90,01.04.2015,"6,0 °C","Min. 04:504,1 °C","Max. 15:059,2 °C",74 %,Min. 12:2058 %,Max. 01:1092 %,"1018,4 hPa","Min. 00:351012,9 hPa","Max. 22:051021,8 hPa","1,8 l/m²","Max. 00:000,6 l/m²","3,0 km/h (1 Bft)","Max. 18:0012,9 km/h (3 Bft)",W-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,6 °C","Max. 00:003,4 °C","Min. 12:20-0,3 °C","5,9 °C","Max. 15:059,2 °C","Min. 00:200,3 °C","12,4 km/h (2 Bft)","Max. 18:0035,4 km/h (5 Bft)"
91,02.04.2015,"6,6 °C","Min. 23:552,4 °C","Max. 17:4510,8 °C",72 %,Min. 16:5548 %,Max. 11:5594 %,"1016,8 hPa","Min. 10:301010,9 hPa","Max. 23:501023,1 hPa","4,8 l/m²","Max. 11:150,4 l/m²","4,8 km/h (1 Bft)","Max. 16:1014,5 km/h (3 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,6 °C","Max. 12:155,9 °C","Min. 23:35-2,1 °C","6,1 °C","Max. 17:4510,7 °C","Min. 08:202,1 °C","15,8 km/h (3 Bft)","Max. 16:1038,6 km/h (6 Bft)"
92,03.04.2015,"6,3 °C","Min. 06:55-1,3 °C","Max. 16:2513,7 °C",67 %,Min. 16:3537 %,Max. 08:0091 %,"1020,8 hPa","Min. 19:301016,4 hPa","Max. 02:301024,1 hPa","0,4 l/m²","Max. 23:200,2 l/m²","0,5 km/h (0 Bft)","Max. 11:553,5 km/h (1 Bft)",N-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,1 °C","Max. 23:305,2 °C","Min. 06:55-2,9 °C","6,3 °C","Max. 16:2013,6 °C","Min. 06:55-1,3 °C","2,9 km/h (1 Bft)","Max. 12:5011,3 km/h (2 Bft)"
93,04.04.2015,"6,5 °C","Min. 23:555,2 °C","Max. 17:258,9 °C",85 %,Min. 17:2571 %,Max. 08:4093 %,"1015,2 hPa","Min. 06:001014,1 hPa","Max. 23:351018,1 hPa","3,4 l/m²","Max. 00:350,2 l/m²","0,9 km/h (0 Bft)","Max. 17:004,8 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,1 °C","Max. 14:255,5 °C","Min. 23:500,9 °C","6,5 °C","Max. 17:258,9 °C","Min. 23:555,2 °C","4,7 km/h (1 Bft)","Max. 17:3522,5 km/h (4 Bft)"
94,05.04.2015,"6,2 °C","Min. 06:500,9 °C","Max. 15:4512,0 °C",61 %,Min. 15:5037 %,Max. 07:1084 %,"1021,9 hPa","Min. 00:001018,2 hPa","Max. 23:451025,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,3 km/h (1 Bft)","Max. 15:107,0 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,2 °C","Max. 11:052,0 °C","Min. 23:25-3,4 °C","6,2 °C","Max. 15:4011,9 °C","Min. 06:500,9 °C","6,1 km/h (2 Bft)","Max. 10:4519,3 km/h (3 Bft)"
95,06.04.2015,"5,5 °C","Min. 06:25-1,4 °C","Max. 17:1013,3 °C",66 %,Min. 17:1541 %,Max. 07:2088 %,"1027,8 hPa","Min. 00:001025,0 hPa","Max. 23:501033,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,2 km/h (1 Bft)","Max. 15:108,9 km/h (2 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,6 °C","Max. 13:102,4 °C","Min. 06:10-3,5 °C","5,5 °C","Max. 17:1013,3 °C","Min. 06:10-1,3 °C","4,8 km/h (1 Bft)","Max. 15:2024,1 km/h (4 Bft)"
96,07.04.2015,"7,0 °C","Min. 07:10-0,9 °C","Max. 17:0014,4 °C",63 %,Min. 13:5541 %,Max. 07:5589 %,"1035,2 hPa","Min. 00:001033,4 hPa","Max. 09:551037,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,6 km/h (0 Bft)","Max. 14:154,6 km/h (1 Bft)",NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,1 °C","Max. 10:352,9 °C","Min. 05:45-2,9 °C","7,0 °C","Max. 17:0014,4 °C","Min. 06:55-0,8 °C","2,8 km/h (1 Bft)","Max. 11:1514,5 km/h (3 Bft)"
97,08.04.2015,"9,1 °C","Min. 07:150,5 °C","Max. 16:5518,2 °C",69 %,Min. 16:5546 %,Max. 05:4592 %,"1032,2 hPa","Min. 23:351030,0 hPa","Max. 00:201033,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 17:356,4 km/h (2 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,3 °C","Max. 16:107,2 °C","Min. 06:35-1,4 °C","9,1 °C","Max. 16:5518,2 °C","Min. 06:550,6 °C","3,5 km/h (1 Bft)","Max. 14:5016,1 km/h (3 Bft)"
98,09.04.2015,"13,0 °C","Min. 07:254,6 °C","Max. 17:0522,6 °C",66 %,Min. 17:1039 %,Max. 07:5090 %,"1026,8 hPa","Min. 19:251023,5 hPa","Max. 00:001030,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 13:006,8 km/h (2 Bft)",W,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,3 °C","Max. 14:009,3 °C","Min. 07:252,8 °C","13,0 °C","Max. 17:0522,6 °C","Min. 07:254,6 °C","3,6 km/h (1 Bft)","Max. 13:0019,3 km/h (3 Bft)"
99,10.04.2015,"14,6 °C","Min. 07:055,5 °C","Max. 16:4523,9 °C",61 %,Min. 16:5533 %,Max. 06:2592 %,"1021,2 hPa","Min. 19:151017,8 hPa","Max. 00:001023,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 15:304,7 km/h (1 Bft)",W,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,3 °C","Max. 13:0010,1 °C","Min. 07:053,7 °C","14,6 °C","Max. 16:4523,9 °C","Min. 07:055,5 °C","3,4 km/h (1 Bft)","Max. 15:2516,1 km/h (3 Bft)"
100,11.04.2015,"14,1 °C","Min. 01:2510,7 °C","Max. 12:1017,3 °C",62 %,Min. 03:3050 %,Max. 23:5579 %,"1021,9 hPa","Min. 02:101018,8 hPa","Max. 23:551026,9 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,1 km/h (1 Bft)","Max. 13:409,3 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,9 °C","Max. 17:559,9 °C","Min. 03:053,2 °C","14,1 °C","Max. 12:1017,3 °C","Min. 01:2510,7 °C","8,3 km/h (2 Bft)","Max. 13:0525,7 km/h (4 Bft)"
101,12.04.2015,"14,2 °C","Min. 07:209,0 °C","Max. 17:4020,5 °C",71 %,Min. 17:4047 %,Max. 07:2591 %,"1028,3 hPa","Min. 19:401026,1 hPa","Max. 10:251030,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 18:304,9 km/h (1 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"8,6 °C","Max. 12:1011,2 °C","Min. 23:456,8 °C","14,2 °C","Max. 17:4020,5 °C","Min. 07:259,0 °C","3,8 km/h (1 Bft)","Max. 16:3017,7 km/h (3 Bft)"
102,13.04.2015,"13,4 °C","Min. 02:308,9 °C","Max. 13:4518,9 °C",69 %,Min. 14:0050 %,Max. 02:4589 %,"1028,7 hPa","Min. 03:401026,9 hPa","Max. 11:301030,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,5 km/h (1 Bft)","Max. 18:507,0 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"7,5 °C","Max. 10:159,7 °C","Min. 23:504,5 °C","13,4 °C","Max. 13:4518,9 °C","Min. 02:358,9 °C","6,8 km/h (2 Bft)","Max. 16:1522,5 km/h (4 Bft)"
103,14.04.2015,"14,3 °C","Min. 07:054,8 °C","Max. 17:4024,4 °C",64 %,Min. 18:0038 %,Max. 06:3087 %,"1027,8 hPa","Min. 23:551023,3 hPa","Max. 01:451031,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,9 km/h (0 Bft)","Max. 12:404,8 km/h (1 Bft)",N-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,9 °C","Max. 14:2010,8 °C","Min. 07:102,8 °C","14,3 °C","Max. 17:3024,3 °C","Min. 07:104,8 °C","4,0 km/h (1 Bft)","Max. 15:3017,7 km/h (3 Bft)"
104,15.04.2015,"18,2 °C","Min. 04:2510,1 °C","Max. 16:5028,2 °C",55 %,Min. 17:4027 %,Max. 03:1080 %,"1018,5 hPa","Min. 19:351013,4 hPa","Max. 00:001023,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 17:054,0 km/h (1 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"8,1 °C","Max. 12:0511,6 °C","Min. 15:006,3 °C","18,2 °C","Max. 16:4528,1 °C","Min. 04:1010,2 °C","3,7 km/h (1 Bft)","Max. 11:0514,5 km/h (3 Bft)"
105,16.04.2015,"18,5 °C","Min. 06:1011,5 °C","Max. 16:5025,6 °C",49 %,Min. 16:5033 %,Max. 06:0566 %,"1012,7 hPa","Min. 19:151010,5 hPa","Max. 08:501014,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,7 km/h (0 Bft)","Max. 14:104,5 km/h (1 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"7,1 °C","Max. 13:0510,5 °C","Min. 04:305,0 °C","18,5 °C","Max. 16:5025,5 °C","Min. 06:1011,5 °C","3,8 km/h (1 Bft)","Max. 13:2014,5 km/h (3 Bft)"
106,17.04.2015,"13,0 °C","Min. 23:559,7 °C","Max. 11:5517,3 °C",64 %,Min. 19:4549 %,Max. 14:3081 %,"1013,5 hPa","Min. 05:401010,7 hPa","Max. 23:551019,8 hPa","0,2 l/m²","Max. 14:150,2 l/m²","1,5 km/h (1 Bft)","Max. 12:408,4 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,3 °C","Max. 11:509,1 °C","Min. 23:201,1 °C","13,0 °C","Max. 11:5517,3 °C","Min. 23:559,7 °C","6,9 km/h (2 Bft)","Max. 13:3024,1 km/h (4 Bft)"
107,18.04.2015,"11,0 °C","Min. 04:506,1 °C","Max. 17:2016,3 °C",50 %,Min. 16:5035 %,Max. 04:4068 %,"1022,8 hPa","Min. 00:001019,8 hPa","Max. 11:401024,4 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,3 km/h (1 Bft)","Max. 09:258,2 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,8 °C","Max. 10:352,9 °C","Min. 23:10-0,8 °C","11,0 °C","Max. 17:2016,3 °C","Min. 04:506,1 °C","9,0 km/h (2 Bft)","Max. 14:1532,2 km/h (5 Bft)"
108,19.04.2015,"12,2 °C","Min. 06:305,7 °C","Max. 16:5019,6 °C",46 %,Min. 16:5530 %,Max. 01:4062 %,"1020,5 hPa","Min. 16:451018,2 hPa","Max. 00:251023,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,0 km/h (1 Bft)","Max. 14:509,0 km/h (2 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,5 °C","Max. 17:152,7 °C","Min. 06:55-1,7 °C","12,2 °C","Max. 16:5019,6 °C","Min. 06:305,7 °C","7,8 km/h (2 Bft)","Max. 11:5527,4 km/h (5 Bft)"
109,20.04.2015,"14,2 °C","Min. 07:055,4 °C","Max. 17:3522,1 °C",51 %,Min. 17:4033 %,Max. 07:0577 %,"1023,9 hPa","Min. 00:001021,4 hPa","Max. 23:551026,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,1 km/h (1 Bft)","Max. 15:005,8 km/h (2 Bft)",N-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,7 °C","Max. 13:006,6 °C","Min. 00:050,9 °C","14,2 °C","Max. 17:3522,1 °C","Min. 07:055,4 °C","5,5 km/h (2 Bft)","Max. 16:2022,5 km/h (4 Bft)"
110,21.04.2015,"15,4 °C","Min. 06:556,0 °C","Max. 17:3525,7 °C",55 %,Min. 17:3029 %,Max. 07:0583 %,"1027,3 hPa","Min. 19:401025,8 hPa","Max. 10:201029,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,6 km/h (0 Bft)","Max. 15:304,2 km/h (1 Bft)",W-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"5,6 °C","Max. 12:009,3 °C","Min. 06:353,1 °C","15,4 °C","Max. 17:3525,7 °C","Min. 06:556,0 °C","3,4 km/h (1 Bft)","Max. 13:5514,5 km/h (3 Bft)"
111,22.04.2015,"13,3 °C","Min. 06:306,6 °C","Max. 17:1020,8 °C",57 %,Min. 16:4535 %,Max. 06:1583 %,"1024,3 hPa","Min. 18:251021,0 hPa","Max. 01:201027,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,7 km/h (1 Bft)","Max. 13:106,1 km/h (2 Bft)",N-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,3 °C","Max. 17:356,3 °C","Min. 23:401,8 °C","13,3 °C","Max. 17:1020,8 °C","Min. 06:306,6 °C","7,1 km/h (2 Bft)","Max. 15:2022,5 km/h (4 Bft)"
112,23.04.2015,"12,1 °C","Min. 06:403,8 °C","Max. 17:2020,1 °C",60 %,Min. 17:2542 %,Max. 07:1585 %,"1018,7 hPa","Min. 18:451015,4 hPa","Max. 00:001022,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 21:104,8 km/h (1 Bft)",N-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,1 °C","Max. 16:457,5 °C","Min. 05:101,1 °C","12,1 °C","Max. 16:5019,9 °C","Min. 06:453,8 °C","4,1 km/h (1 Bft)","Max. 21:2019,3 km/h (3 Bft)"
113,24.04.2015,"15,2 °C","Min. 06:307,2 °C","Max. 17:4524,6 °C",50 %,Min. 14:2033 %,Max. 06:5071 %,"1014,0 hPa","Min. 19:551011,0 hPa","Max. 00:551016,4 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,9 km/h (0 Bft)","Max. 10:206,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,5 °C","Max. 17:208,2 °C","Min. 05:401,8 °C","15,2 °C","Max. 17:4524,6 °C","Min. 06:307,2 °C","4,7 km/h (1 Bft)","Max. 10:2014,5 km/h (3 Bft)"
114,25.04.2015,"13,4 °C","Min. 05:108,6 °C","Max. 14:3019,3 °C",75 %,Min. 14:4059 %,Max. 23:1594 %,"1010,1 hPa","Min. 05:151009,4 hPa","Max. 00:001011,3 hPa","1,0 l/m²","Max. 16:500,2 l/m²","1,2 km/h (1 Bft)","Max. 09:456,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"9,0 °C","Max. 19:1513,5 °C","Min. 03:204,3 °C","13,4 °C","Max. 14:2519,2 °C","Min. 05:158,6 °C","5,2 km/h (1 Bft)","Max. 14:3027,4 km/h (5 Bft)"
115,26.04.2015,"17,4 °C","Min. 01:3012,7 °C","Max. 17:5523,3 °C",75 %,Min. 18:0050 %,Max. 01:3595 %,"1007,2 hPa","Min. 23:501002,1 hPa","Max. 01:351010,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,2 km/h (1 Bft)","Max. 04:503,2 km/h (1 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"12,4 °C","Max. 13:1514,3 °C","Min. 19:2011,4 °C","17,4 °C","Max. 17:5523,3 °C","Min. 01:3512,7 °C","3,4 km/h (1 Bft)","Max. 12:4514,5 km/h (3 Bft)"
116,27.04.2015,"17,3 °C","Min. 19:1512,8 °C","Max. 00:0020,7 °C",74 %,Min. 00:0058 %,Max. 09:0096 %,"1002,0 hPa","Min. 05:451000,7 hPa","Max. 23:551005,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,5 km/h (1 Bft)","Max. 19:208,0 km/h (2 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"12,4 °C","Max. 13:1515,1 °C","Min. 19:1010,4 °C","17,1 °C","Max. 00:0020,7 °C","Min. 19:2011,8 °C","5,5 km/h (2 Bft)","Max. 18:5027,4 km/h (5 Bft)"
117,28.04.2015,"13,3 °C","Min. 09:158,8 °C","Max. 16:2017,1 °C",66 %,Min. 16:2038 %,Max. 00:0086 %,"1013,9 hPa","Min. 00:001005,4 hPa","Max. 23:551021,0 hPa","0,2 l/m²","Max. 13:050,2 l/m²","4,2 km/h (1 Bft)","Max. 00:008,0 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,5 °C","Max. 00:0010,5 °C","Min. 18:202,0 °C","12,9 °C","Max. 16:1517,0 °C","Min. 09:158,8 °C","7,9 km/h (2 Bft)","Max. 16:0020,9 km/h (4 Bft)"
118,29.04.2015,"14,4 °C","Min. 09:008,3 °C","Max. 17:1518,4 °C",52 %,Min. 14:2539 %,Max. 09:1081 %,"1018,1 hPa","Min. 19:251014,2 hPa","Max. 00:501021,3 hPa","0,2 l/m²","Max. 16:350,2 l/m²","0,9 km/h (0 Bft)","Max. 13:456,7 km/h (2 Bft)",W,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,6 °C","Max. 10:507,4 °C","Min. 14:253,2 °C","14,4 °C","Max. 17:1518,4 °C","Min. 09:008,3 °C","4,1 km/h (1 Bft)","Max. 14:4022,5 km/h (4 Bft)"
119,30.04.2015,"12,2 °C","Min. 06:358,9 °C","Max. 13:1517,5 °C",70 %,Min. 14:0550 %,Max. 23:5091 %,"1014,5 hPa","Min. 17:101012,0 hPa","Max. 09:001016,6 hPa","0,4 l/m²","Max. 20:200,2 l/m²","1,3 km/h (1 Bft)","Max. 14:004,9 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,8 °C","Max. 19:008,8 °C","Min. 04:555,1 °C","12,2 °C","Max. 13:1517,5 °C","Min. 06:309,0 °C","6,6 km/h (2 Bft)","Max. 14:0025,7 km/h (4 Bft)"
120,01.05.2015,"9,7 °C","Min. 05:458,2 °C","Max. 15:2511,7 °C",90 %,Min. 17:5084 %,Max. 08:1595 %,"1008,1 hPa","Min. 19:201005,3 hPa","Max. 00:001012,0 hPa","5,6 l/m²","Max. 01:150,2 l/m²","0,5 km/h (0 Bft)","Max. 16:553,8 km/h (1 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"8,2 °C","Max. 16:1510,1 °C","Min. 22:206,7 °C","9,7 °C","Max. 15:2511,7 °C","Min. 05:458,2 °C","3,2 km/h (1 Bft)","Max. 16:3514,5 km/h (3 Bft)"
121,02.05.2015,"12,4 °C","Min. 06:257,2 °C","Max. 16:0517,1 °C",80 %,Min. 12:3058 %,Max. 08:0596 %,"1010,7 hPa","Min. 00:001007,5 hPa","Max. 10:201012,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,5 km/h (0 Bft)","Max. 18:054,6 km/h (1 Bft)",N-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"8,8 °C","Max. 17:0010,4 °C","Min. 06:256,3 °C","12,4 °C","Max. 16:0517,1 °C","Min. 06:257,2 °C","3,0 km/h (1 Bft)","Max. 18:0014,5 km/h (3 Bft)"
122,03.05.2015,"14,7 °C","Min. 05:1512,0 °C","Max. 14:0018,1 °C",92 %,Min. 00:0081 %,Max. 23:1597 %,"1006,5 hPa","Min. 17:251005,2 hPa","Max. 00:001009,4 hPa","6,4 l/m²","Max. 00:450,2 l/m²","1,3 km/h (1 Bft)","Max. 06:306,0 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"13,5 °C","Max. 17:2516,2 °C","Min. 00:0010,1 °C","14,7 °C","Max. 14:0018,1 °C","Min. 05:1512,0 °C","6,2 km/h (2 Bft)","Max. 06:3019,3 km/h (3 Bft)"
123,04.05.2015,"19,3 °C","Min. 06:0513,5 °C","Max. 17:3026,1 °C",77 %,Min. 16:5545 %,Max. 07:5598 %,"1008,4 hPa","Min. 23:551003,5 hPa","Max. 10:101010,8 hPa","1,2 l/m²","Max. 00:150,4 l/m²","1,4 km/h (1 Bft)","Max. 23:508,7 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"14,5 °C","Max. 12:0516,7 °C","Min. 16:0512,1 °C","19,3 °C","Max. 17:3026,1 °C","Min. 06:1013,5 °C","6,8 km/h (2 Bft)","Max. 23:2525,7 km/h (4 Bft)"
124,05.05.2015,"21,4 °C","Min. 23:5015,4 °C","Max. 13:4026,3 °C",65 %,Min. 16:4552 %,Max. 07:4078 %,"1004,5 hPa","Min. 07:20999,9 hPa","Max. 23:351011,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,0 km/h (1 Bft)","Max. 00:5013,7 km/h (3 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"14,5 °C","Max. 11:0517,5 °C","Min. 22:4011,0 °C","21,3 °C","Max. 13:3526,2 °C","Min. 23:5015,4 °C","11,0 km/h (2 Bft)","Max. 02:2032,2 km/h (5 Bft)"
125,06.05.2015,"16,0 °C","Min. 06:4011,1 °C","Max. 13:1021,3 °C",66 %,Min. 13:2545 %,Max. 04:3092 %,"1014,3 hPa","Min. 00:001011,5 hPa","Max. 23:151017,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,2 km/h (1 Bft)","Max. 13:105,5 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"9,3 °C","Max. 02:1012,4 °C","Min. 23:505,9 °C","16,0 °C","Max. 13:1021,3 °C","Min. 06:4511,1 °C","6,1 km/h (2 Bft)","Max. 12:2522,5 km/h (4 Bft)"
