,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
10,11.01.2012,"5,8 °C","Min. 23:454,8 °C","Max. 14:507,0 °C",93 %,Min. 14:5589 %,Max. 00:0095 %,"1034,3 hPa","Min. 05:551033,4 hPa","Max. 11:051035,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,3 km/h (1 Bft)","Max. 14:254,2 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,8 °C","Max. 00:005,7 °C","Min. 23:453,6 °C","5,8 °C","Max. 14:507,0 °C","Min. 23:454,8 °C","5,5 km/h (2 Bft)","Max. 05:0514,5 km/h (3 Bft)"
11,12.01.2012,"4,6 °C","Min. 08:003,3 °C","Max. 19:206,1 °C",89 %,Min. 19:3083 %,Max. 22:4094 %,"1027,9 hPa","Min. 19:001023,9 hPa","Max. 00:001033,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,5 km/h (1 Bft)","Max. 07:106,9 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,0 °C","Max. 22:404,1 °C","Min. 09:051,9 °C","4,6 °C","Max. 19:206,1 °C","Min. 07:103,2 °C","10,9 km/h (2 Bft)","Max. 16:4520,9 km/h (4 Bft)"
12,13.01.2012,"4,0 °C","Min. 06:051,5 °C","Max. 14:356,3 °C",84 %,Min. 17:3570 %,Max. 06:2594 %,"1026,9 hPa","Min. 00:001025,5 hPa","Max. 20:001028,3 hPa","0,4 l/m²","Max. 13:000,4 l/m²","1,5 km/h (1 Bft)","Max. 13:0010,4 km/h (2 Bft)",W-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,4 °C","Max. 01:303,4 °C","Min. 20:15-0,6 °C","3,9 °C","Max. 14:356,3 °C","Min. 13:001,3 °C","6,5 km/h (2 Bft)","Max. 13:0027,4 km/h (5 Bft)"
13,14.01.2012,"1,8 °C","Min. 08:40-1,6 °C","Max. 14:005,7 °C",84 %,Min. 14:0070 %,Max. 09:1593 %,"1027,2 hPa","Min. 23:551025,8 hPa","Max. 03:051028,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,3 km/h (0 Bft)","Max. 09:552,6 km/h (1 Bft)",W-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,6 °C","Max. 14:401,0 °C","Min. 08:35-2,8 °C","1,8 °C","Max. 14:005,7 °C","Min. 08:40-1,6 °C","1,8 km/h (1 Bft)","Max. 06:409,7 km/h (2 Bft)"
14,15.01.2012,"1,1 °C","Min. 08:50-2,2 °C","Max. 13:406,1 °C",84 %,Min. 13:3568 %,Max. 09:2094 %,"1025,3 hPa","Min. 14:351024,2 hPa","Max. 08:351026,1 hPa","0,2 l/m²","Max. 15:250,2 l/m²","0,3 km/h (0 Bft)","Max. 19:552,6 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,3 °C","Max. 13:251,1 °C","Min. 23:20-3,3 °C","1,1 °C","Max. 13:356,0 °C","Min. 08:50-2,2 °C","2,0 km/h (1 Bft)","Max. 19:5512,9 km/h (3 Bft)"
15,16.01.2012,"0,9 °C","Min. 23:20-1,9 °C","Max. 13:405,4 °C",69 %,Min. 13:5050 %,Max. 23:1580 %,"1026,8 hPa","Min. 00:001025,3 hPa","Max. 23:551029,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,7 km/h (0 Bft)","Max. 09:354,8 km/h (1 Bft)",O-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-4,3 °C","Max. 00:00-3,0 °C","Min. 18:40-5,3 °C","0,9 °C","Max. 13:405,4 °C","Min. 23:20-1,9 °C","4,0 km/h (1 Bft)","Max. 09:2517,7 km/h (3 Bft)"
16,17.01.2012,"-1,5 °C","Min. 08:20-4,6 °C","Max. 14:453,9 °C",81 %,Min. 14:4059 %,Max. 06:5091 %,"1030,5 hPa","Min. 00:501028,9 hPa","Max. 23:151032,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,1 km/h (0 Bft)","Max. 11:451,9 km/h (1 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-4,5 °C","Max. 13:10-2,7 °C","Min. 06:25-6,0 °C","-1,5 °C","Max. 14:403,8 °C","Min. 08:20-4,6 °C","0,9 km/h (0 Bft)","Max. 11:458,0 km/h (2 Bft)"
17,18.01.2012,"0,0 °C","Min. 06:25-4,6 °C","Max. 14:405,1 °C",82 %,Min. 14:3064 %,Max. 23:4092 %,"1031,3 hPa","Min. 23:301028,1 hPa","Max. 07:151032,8 hPa","2,6 l/m²","Max. 22:150,2 l/m²","1,2 km/h (1 Bft)","Max. 12:457,6 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-2,8 °C","Max. 23:401,1 °C","Min. 06:25-6,0 °C","0,0 °C","Max. 14:405,1 °C","Min. 06:25-4,6 °C","4,3 km/h (1 Bft)","Max. 10:4517,7 km/h (3 Bft)"
18,19.01.2012,"5,6 °C","Min. 00:102,1 °C","Max. 19:558,9 °C",94 %,Min. 00:0092 %,Max. 06:1095 %,"1021,0 hPa","Min. 19:451015,6 hPa","Max. 00:001028,1 hPa","9,2 l/m²","Max. 20:151,2 l/m²","4,1 km/h (1 Bft)","Max. 12:1011,8 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,6 °C","Max. 20:107,7 °C","Min. 00:100,9 °C","5,3 °C","Max. 20:058,9 °C","Min. 00:102,1 °C","12,6 km/h (2 Bft)","Max. 12:1030,6 km/h (5 Bft)"
19,20.01.2012,"4,5 °C","Min. 22:202,1 °C","Max. 05:256,7 °C",87 %,Min. 14:2570 %,Max. 00:0095 %,"1016,0 hPa","Min. 04:451012,9 hPa","Max. 11:251018,5 hPa","4,8 l/m²","Max. 05:450,2 l/m²","1,5 km/h (1 Bft)","Max. 05:5013,2 km/h (3 Bft)",N,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,5 °C","Max. 00:005,9 °C","Min. 20:151,0 °C","4,4 °C","Max. 00:006,6 °C","Min. 05:50-1,6 °C","7,2 km/h (2 Bft)","Max. 05:4530,6 km/h (5 Bft)"
20,21.01.2012,"5,3 °C","Min. 07:501,6 °C","Max. 21:509,8 °C",93 %,Min. 22:0581 %,Max. 10:3096 %,"1012,4 hPa","Min. 20:501005,8 hPa","Max. 01:401019,1 hPa","6,8 l/m²","Max. 22:100,8 l/m²","2,9 km/h (1 Bft)","Max. 12:5010,2 km/h (2 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,3 °C","Max. 19:358,3 °C","Min. 07:500,7 °C","5,2 °C","Max. 21:509,8 °C","Min. 07:501,6 °C","9,9 km/h (2 Bft)","Max. 22:0529,0 km/h (5 Bft)"
21,22.01.2012,"6,4 °C","Min. 03:255,1 °C","Max. 21:207,6 °C",84 %,Min. 13:4077 %,Max. 00:0090 %,"1011,8 hPa","Min. 00:001008,3 hPa","Max. 23:501014,8 hPa","0,6 l/m²","Max. 00:100,2 l/m²","3,2 km/h (1 Bft)","Max. 13:558,3 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,9 °C","Max. 21:005,3 °C","Min. 04:302,4 °C","6,4 °C","Max. 21:207,6 °C","Min. 03:255,1 °C","11,8 km/h (2 Bft)","Max. 19:2529,0 km/h (5 Bft)"
22,23.01.2012,"5,9 °C","Min. 08:253,8 °C","Max. 13:258,3 °C",83 %,Min. 14:1069 %,Max. 09:1094 %,"1016,3 hPa","Min. 00:001014,8 hPa","Max. 11:001017,0 hPa","1,0 l/m²","Max. 06:200,4 l/m²","0,9 km/h (0 Bft)","Max. 01:356,3 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,2 °C","Max. 10:304,9 °C","Min. 17:551,7 °C","5,9 °C","Max. 13:258,3 °C","Min. 08:253,8 °C","5,1 km/h (1 Bft)","Max. 12:4020,9 km/h (4 Bft)"
23,24.01.2012,"3,9 °C","Min. 23:50-0,5 °C","Max. 13:356,5 °C",83 %,Min. 15:5068 %,Max. 20:4592 %,"1020,7 hPa","Min. 00:401016,4 hPa","Max. 22:051023,3 hPa","0,2 l/m²","Max. 00:100,2 l/m²","0,7 km/h (0 Bft)","Max. 02:206,2 km/h (2 Bft)",W-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,1 °C","Max. 00:503,0 °C","Min. 23:50-1,8 °C","3,9 °C","Max. 13:256,4 °C","Min. 23:50-0,5 °C","3,5 km/h (1 Bft)","Max. 02:2020,9 km/h (4 Bft)"
24,25.01.2012,"1,3 °C","Min. 03:50-1,8 °C","Max. 14:257,1 °C",86 %,Min. 14:0566 %,Max. 05:3094 %,"1022,2 hPa","Min. 16:501021,0 hPa","Max. 02:201023,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,3 km/h (1 Bft)","Max. 22:456,5 km/h (2 Bft)",W-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,9 °C","Max. 11:401,4 °C","Min. 03:55-2,8 °C","1,3 °C","Max. 14:257,1 °C","Min. 03:55-1,8 °C","5,2 km/h (1 Bft)","Max. 21:5519,3 km/h (3 Bft)"
25,26.01.2012,"2,0 °C","Min. 02:05-1,4 °C","Max. 14:055,5 °C",75 %,Min. 14:0063 %,Max. 02:0089 %,"1019,8 hPa","Min. 15:001018,8 hPa","Max. 00:001021,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,3 km/h (1 Bft)","Max. 20:307,8 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-2,1 °C","Max. 14:40-0,8 °C","Min. 05:40-3,5 °C","2,0 °C","Max. 14:055,5 °C","Min. 02:05-1,4 °C","9,4 km/h (2 Bft)","Max. 12:3027,4 km/h (5 Bft)"
26,27.01.2012,"2,9 °C","Min. 07:251,8 °C","Max. 14:103,8 °C",90 %,Min. 00:0572 %,Max. 08:0594 %,"1023,4 hPa","Min. 00:351019,8 hPa","Max. 23:001026,2 hPa","1,6 l/m²","Max. 01:300,2 l/m²","0,2 km/h (0 Bft)","Max. 00:202,0 km/h (1 Bft)",N-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,4 °C","Max. 13:152,4 °C","Min. 00:05-1,3 °C","2,9 °C","Max. 15:253,8 °C","Min. 07:251,8 °C","1,6 km/h (1 Bft)","Max. 00:2014,5 km/h (3 Bft)"
27,28.01.2012,"3,2 °C","Min. 01:202,2 °C","Max. 13:054,9 °C",88 %,Min. 16:5081 %,Max. 02:1593 %,"1026,7 hPa","Min. 03:501025,9 hPa","Max. 11:001027,4 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,4 km/h (0 Bft)","Max. 21:102,5 km/h (1 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,4 °C","Max. 14:452,6 °C","Min. 23:55-0,1 °C","3,2 °C","Max. 13:054,9 °C","Min. 01:202,2 °C","2,6 km/h (1 Bft)","Max. 17:058,0 km/h (2 Bft)"
28,29.01.2012,"1,5 °C","Min. 17:500,8 °C","Max. 00:352,6 °C",81 %,Min. 21:4075 %,Max. 01:4086 %,"1025,6 hPa","Min. 23:451024,9 hPa","Max. 00:001026,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,1 km/h (0 Bft)","Max. 08:205,3 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,5 °C","Max. 00:350,2 °C","Min. 22:50-2,8 °C","1,5 °C","Max. 00:352,6 °C","Min. 17:500,8 °C","5,6 km/h (2 Bft)","Max. 08:4516,1 km/h (3 Bft)"
29,30.01.2012,"0,8 °C","Min. 23:30-0,9 °C","Max. 12:502,2 °C",71 %,Min. 13:0060 %,Max. 03:5081 %,"1024,7 hPa","Min. 23:451023,4 hPa","Max. 10:501025,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,0 km/h (0 Bft)","Max. 06:554,7 km/h (1 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-3,8 °C","Max. 03:50-1,9 °C","Min. 13:00-4,8 °C","0,8 °C","Max. 12:502,2 °C","Min. 23:30-0,9 °C","4,7 km/h (1 Bft)","Max. 06:5519,3 km/h (3 Bft)"
30,31.01.2012,"-0,8 °C","Min. 23:55-3,2 °C","Max. 14:552,2 °C",70 %,Min. 13:3551 %,Max. 05:3092 %,"1022,0 hPa","Min. 06:351020,6 hPa","Max. 23:401024,1 hPa","0,4 l/m²","Max. 12:200,2 l/m²","1,5 km/h (1 Bft)","Max. 16:458,0 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-5,8 °C","Max. 03:40-2,5 °C","Min. 23:55-8,4 °C","-0,8 °C","Max. 14:552,2 °C","Min. 23:55-3,2 °C","6,6 km/h (2 Bft)","Max. 23:3520,9 km/h (4 Bft)"
31,01.02.2012,"-3,5 °C","Min. 23:55-6,5 °C","Max. 14:500,6 °C",59 %,Min. 14:4546 %,Max. 07:0077 %,"1024,9 hPa","Min. 15:501023,6 hPa","Max. 22:401026,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,4 km/h (1 Bft)","Max. 20:1010,5 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-10,4 °C","Max. 01:55-8,1 °C","Min. 22:50-13,4 °C","-3,6 °C","Max. 14:500,6 °C","Min. 21:45-9,1 °C","13,3 km/h (3 Bft)","Max. 19:2529,0 km/h (5 Bft)"
32,02.02.2012,"-5,4 °C","Min. 08:20-8,3 °C","Max. 14:30-1,1 °C",46 %,Min. 14:0032 %,Max. 02:0063 %,"1027,7 hPa","Min. 00:001026,0 hPa","Max. 23:451031,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,9 km/h (1 Bft)","Max. 15:408,7 km/h (2 Bft)",NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-15,3 °C","Max. 02:00-12,8 °C","Min. 15:55-16,5 °C","-5,5 °C","Max. 14:45-1,1 °C","Min. 08:20-8,3 °C","12,1 km/h (2 Bft)","Max. 15:5530,6 km/h (5 Bft)"
33,03.02.2012,"-7,3 °C","Min. 06:55-11,6 °C","Max. 14:35-2,6 °C",55 %,Min. 14:4033 %,Max. 05:0072 %,"1033,6 hPa","Min. 00:001031,6 hPa","Max. 23:201035,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,6 km/h (1 Bft)","Max. 15:007,0 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-15,1 °C","Max. 23:45-12,5 °C","Min. 14:45-16,8 °C","-7,3 °C","Max. 14:35-2,6 °C","Min. 06:55-11,6 °C","7,2 km/h (2 Bft)","Max. 13:4020,9 km/h (4 Bft)"
34,04.02.2012,"-6,6 °C","Min. 08:20-9,8 °C","Max. 14:20-2,4 °C",59 %,Min. 14:4538 %,Max. 09:0575 %,"1036,7 hPa","Min. 00:351035,7 hPa","Max. 09:451038,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,4 km/h (1 Bft)","Max. 14:456,6 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-13,5 °C","Max. 12:45-11,2 °C","Min. 14:45-15,0 °C","-6,6 °C","Max. 14:20-2,4 °C","Min. 08:20-9,8 °C","6,2 km/h (2 Bft)","Max. 14:4520,9 km/h (4 Bft)"
35,05.02.2012,"-7,2 °C","Min. 05:15-10,0 °C","Max. 13:35-3,2 °C",55 %,Min. 15:1540 %,Max. 05:0569 %,"1033,4 hPa","Min. 14:151032,0 hPa","Max. 00:051035,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,8 km/h (1 Bft)","Max. 14:206,4 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-14,8 °C","Max. 10:45-12,8 °C","Min. 18:35-16,5 °C","-7,2 °C","Max. 13:35-3,2 °C","Min. 05:25-10,0 °C","7,7 km/h (2 Bft)","Max. 11:2022,5 km/h (4 Bft)"
36,06.02.2012,"-7,6 °C","Min. 07:45-10,4 °C","Max. 13:50-3,7 °C",55 %,Min. 15:5043 %,Max. 05:2566 %,"1034,1 hPa","Min. 16:101033,0 hPa","Max. 10:201035,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,1 km/h (1 Bft)","Max. 17:555,2 km/h (1 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-15,2 °C","Max. 14:20-13,2 °C","Min. 23:55-17,3 °C","-7,6 °C","Max. 13:45-3,8 °C","Min. 07:45-10,4 °C","5,3 km/h (1 Bft)","Max. 10:3514,5 km/h (3 Bft)"
