,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
10,11.01.2016,"6,0 °C","Min. 11:304,3 °C","Max. 16:006,8 °C",94 %,Min. 17:5589 %,Max. 00:0096 %,"992,0 hPa","Min. 15:20988,9 hPa","Max. 00:00996,9 hPa","9,2 l/m²","Max. 22:050,6 l/m²","3,4 km/h (1 Bft)","Max. 10:1510,2 km/h (2 Bft)",SO,"0,17 h","Max. 16:350,08 h","0,102 mm","Max. 13:050,025 mm","0,0 UV-I","Max. 00:000,0 UV-I",35 W/m²,Max. 12:40114 W/m²,"5,1 °C","Max. 03:355,8 °C","Min. 11:303,6 °C","6,0 °C","Max. 16:056,8 °C","Min. 10:151,9 °C","9,5 km/h (2 Bft)","Max. 10:1522,5 km/h (4 Bft)"
11,12.01.2016,"5,3 °C","Min. 22:004,0 °C","Max. 14:457,9 °C",94 %,Min. 15:1085 %,Max. 04:2096 %,"998,9 hPa","Min. 00:35992,7 hPa","Max. 22:501004,9 hPa","6,8 l/m²","Max. 04:300,4 l/m²","3,3 km/h (1 Bft)","Max. 12:006,7 km/h (2 Bft)",S,"1,17 h","Max. 16:201,08 h","0,178 mm","Max. 15:050,050 mm","0,0 UV-I","Max. 00:000,0 UV-I",64 W/m²,Max. 14:35191 W/m²,"4,5 °C","Max. 14:306,3 °C","Min. 22:153,0 °C","5,3 °C","Max. 14:457,9 °C","Min. 22:004,0 °C","9,4 km/h (2 Bft)","Max. 01:5020,9 km/h (4 Bft)"
12,13.01.2016,"4,7 °C","Min. 23:502,7 °C","Max. 14:506,2 °C",89 %,Min. 14:4583 %,Max. 21:2094 %,"1012,7 hPa","Min. 00:001004,9 hPa","Max. 21:051018,8 hPa","0,6 l/m²","Max. 19:000,2 l/m²","4,5 km/h (1 Bft)","Max. 01:009,2 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,178 mm","Max. 12:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",29 W/m²,Max. 14:10121 W/m²,"3,0 °C","Max. 12:203,9 °C","Min. 23:501,5 °C","4,7 °C","Max. 15:056,2 °C","Min. 01:002,3 °C","12,9 km/h (3 Bft)","Max. 02:1525,7 km/h (4 Bft)"
13,14.01.2016,"3,4 °C","Min. 07:550,9 °C","Max. 14:357,7 °C",84 %,Min. 14:2557 %,Max. 04:0094 %,"1010,9 hPa","Min. 16:201006,0 hPa","Max. 00:201018,4 hPa","0,2 l/m²","Max. 18:300,2 l/m²","2,7 km/h (1 Bft)","Max. 12:008,5 km/h (2 Bft)",SO,"3,08 h","Max. 14:403,00 h","0,508 mm","Max. 13:000,127 mm","0,5 UV-I","Max. 12:100,6 UV-I",126 W/m²,Max. 12:15381 W/m²,"0,8 °C","Max. 23:451,8 °C","Min. 16:30-1,1 °C","3,4 °C","Max. 14:357,7 °C","Min. 08:000,9 °C","8,0 km/h (2 Bft)","Max. 12:0020,9 km/h (4 Bft)"
14,15.01.2016,"1,8 °C","Min. 12:250,7 °C","Max. 00:453,9 °C",92 %,Min. 05:2081 %,Max. 21:2597 %,"1009,9 hPa","Min. 04:551006,6 hPa","Max. 23:451016,6 hPa","3,4 l/m²","Max. 01:300,2 l/m²","3,8 km/h (1 Bft)","Max. 06:308,9 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,076 mm","Max. 06:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",15 W/m²,Max. 10:3043 W/m²,"0,6 °C","Max. 01:151,9 °C","Min. 12:05-0,3 °C","1,8 °C","Max. 00:453,9 °C","Min. 06:30-0,3 °C","10,6 km/h (2 Bft)","Max. 06:3525,7 km/h (4 Bft)"
15,16.01.2016,"1,6 °C","Min. 07:550,7 °C","Max. 15:353,2 °C",92 %,Min. 20:3078 %,Max. 00:0097 %,"1020,8 hPa","Min. 00:001016,8 hPa","Max. 23:001022,5 hPa","0,4 l/m²","Max. 17:300,2 l/m²","1,7 km/h (1 Bft)","Max. 18:507,4 km/h (2 Bft)",N,"0,08 h","Max. 00:000,00 h","0,203 mm","Max. 12:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",42 W/m²,Max. 14:4597 W/m²,"0,4 °C","Max. 15:351,7 °C","Min. 22:40-1,4 °C","1,6 °C","Max. 15:353,2 °C","Min. 07:550,7 °C","5,4 km/h (2 Bft)","Max. 20:3024,1 km/h (4 Bft)"
16,17.01.2016,"-0,4 °C","Min. 23:50-3,9 °C","Max. 14:002,3 °C",89 %,Min. 14:0077 %,Max. 05:4094 %,"1023,6 hPa","Min. 06:051021,0 hPa","Max. 19:201026,3 hPa","1,0 l/m²","Max. 12:300,4 l/m²","1,7 km/h (1 Bft)","Max. 09:304,9 km/h (1 Bft)",S-SO,"2,08 h","Max. 14:001,58 h","0,229 mm","Max. 12:000,076 mm","0,5 UV-I","Max. 12:000,5 UV-I",141 W/m²,Max. 14:00429 W/m²,"-2,0 °C","Max. 05:15-0,7 °C","Min. 23:50-4,9 °C","-0,4 °C","Max. 13:301,7 °C","Min. 23:50-3,9 °C","6,1 km/h (2 Bft)","Max. 14:0020,9 km/h (4 Bft)"
17,18.01.2016,"-3,3 °C","Min. 05:30-5,4 °C","Max. 13:30-0,1 °C",84 %,Min. 14:4569 %,Max. 05:5095 %,"1020,7 hPa","Min. 23:401016,7 hPa","Max. 00:101026,1 hPa","0,2 l/m²","Max. 16:450,2 l/m²","3,5 km/h (1 Bft)","Max. 18:5012,9 km/h (3 Bft)",O-NO,"2,58 h","Max. 14:452,50 h","0,406 mm","Max. 13:000,101 mm","0,5 UV-I","Max. 12:350,6 UV-I",119 W/m²,Max. 12:40333 W/m²,"-5,7 °C","Max. 11:15-4,1 °C","Min. 23:55-7,4 °C","-3,7 °C","Max. 13:30-0,1 °C","Min. 18:50-10,2 °C","10,1 km/h (2 Bft)","Max. 18:1532,2 km/h (5 Bft)"
18,19.01.2016,"-4,5 °C","Min. 04:25-6,4 °C","Max. 15:00-2,3 °C",85 %,Min. 13:5078 %,Max. 09:1091 %,"1017,1 hPa","Min. 03:501015,9 hPa","Max. 23:451018,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,0 km/h (0 Bft)","Max. 00:206,1 km/h (2 Bft)",O-NO,"0,25 h","Max. 12:500,17 h","0,203 mm","Max. 12:000,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",75 W/m²,Max. 11:20235 W/m²,"-6,6 °C","Max. 15:30-5,2 °C","Min. 04:35-8,2 °C","-4,5 °C","Max. 15:00-2,3 °C","Min. 04:30-6,4 °C","3,9 km/h (1 Bft)","Max. 00:1017,7 km/h (3 Bft)"
19,20.01.2016,"-3,1 °C","Min. 08:20-5,5 °C","Max. 15:05-0,7 °C",86 %,Min. 14:3576 %,Max. 06:3590 %,"1020,3 hPa","Min. 00:151018,5 hPa","Max. 23:501022,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,8 km/h (1 Bft)","Max. 15:155,8 km/h (2 Bft)",SO,"1,17 h","Max. 14:551,08 h","0,279 mm","Max. 12:000,051 mm","0,2 UV-I","Max. 11:450,2 UV-I",100 W/m²,Max. 11:20273 W/m²,"-5,2 °C","Max. 19:00-3,4 °C","Min. 08:15-7,1 °C","-3,1 °C","Max. 15:05-0,7 °C","Min. 08:20-5,5 °C","5,7 km/h (2 Bft)","Max. 15:1012,9 km/h (3 Bft)"
20,21.01.2016,"-0,1 °C","Min. 00:00-2,2 °C","Max. 14:104,3 °C",83 %,Min. 14:1565 %,Max. 06:3091 %,"1026,5 hPa","Min. 00:001022,6 hPa","Max. 23:451029,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,8 km/h (1 Bft)","Max. 23:557,6 km/h (2 Bft)",SO,"2,67 h","Max. 14:552,58 h","0,483 mm","Max. 13:050,102 mm","0,5 UV-I","Max. 12:100,6 UV-I",125 W/m²,Max. 12:10310 W/m²,"-2,7 °C","Max. 13:40-0,4 °C","Min. 22:45-3,8 °C","-0,1 °C","Max. 14:104,2 °C","Min. 00:00-2,2 °C","5,6 km/h (2 Bft)","Max. 23:3019,3 km/h (3 Bft)"
21,22.01.2016,"-1,2 °C","Min. 06:10-3,1 °C","Max. 14:151,4 °C",81 %,Min. 14:3070 %,Max. 23:5587 %,"1029,0 hPa","Min. 20:401027,3 hPa","Max. 09:101030,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,1 km/h (1 Bft)","Max. 00:007,1 km/h (2 Bft)",SO,"3,00 h","Max. 14:302,92 h","0,381 mm","Max. 13:000,102 mm","0,6 UV-I","Max. 11:400,6 UV-I",122 W/m²,Max. 12:25319 W/m²,"-4,1 °C","Max. 23:55-1,5 °C","Min. 09:00-5,4 °C","-1,2 °C","Max. 14:401,4 °C","Min. 09:20-3,4 °C","6,7 km/h (2 Bft)","Max. 23:5517,7 km/h (3 Bft)"
22,23.01.2016,"3,8 °C","Min. 03:000,1 °C","Max. 14:157,3 °C",95 %,Min. 00:0087 %,Max. 04:1097 %,"1033,0 hPa","Min. 02:501027,2 hPa","Max. 21:301036,9 hPa","3,0 l/m²","Max. 00:050,2 l/m²","1,3 km/h (1 Bft)","Max. 00:306,2 km/h (2 Bft)",SO,"0,33 h","Max. 16:500,25 h","0,229 mm","Max. 13:050,076 mm","0,4 UV-I","Max. 12:150,5 UV-I",69 W/m²,Max. 12:20257 W/m²,"3,0 °C","Max. 12:555,8 °C","Min. 00:00-1,4 °C","3,8 °C","Max. 14:157,3 °C","Min. 02:500,2 °C","4,3 km/h (1 Bft)","Max. 00:3016,1 km/h (3 Bft)"
23,24.01.2016,"3,9 °C","Min. 04:300,4 °C","Max. 23:456,7 °C",91 %,Min. 14:5082 %,Max. 02:1098 %,"1033,5 hPa","Min. 23:051031,6 hPa","Max. 00:051036,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,1 km/h (1 Bft)","Max. 14:056,9 km/h (2 Bft)",SO,"0,33 h","Max. 12:250,25 h","0,330 mm","Max. 13:050,076 mm","0,5 UV-I","Max. 11:550,6 UV-I",91 W/m²,Max. 12:10272 W/m²,"2,6 °C","Max. 23:404,8 °C","Min. 04:30-0,0 °C","3,9 °C","Max. 23:456,7 °C","Min. 04:300,4 °C","6,0 km/h (2 Bft)","Max. 14:0017,7 km/h (3 Bft)"
24,25.01.2016,"8,4 °C","Min. 21:454,9 °C","Max. 14:3013,3 °C",79 %,Min. 13:1562 %,Max. 21:2595 %,"1028,9 hPa","Min. 18:301026,4 hPa","Max. 00:001031,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,4 km/h (1 Bft)","Max. 16:054,7 km/h (1 Bft)",SO,"2,33 h","Max. 14:352,25 h","0,635 mm","Max. 13:050,127 mm","0,7 UV-I","Max. 12:400,9 UV-I",119 W/m²,Max. 11:55356 W/m²,"4,9 °C","Max. 14:508,3 °C","Min. 09:553,2 °C","8,4 °C","Max. 14:4513,3 °C","Min. 21:454,9 °C","4,6 km/h (1 Bft)","Max. 15:3512,9 km/h (3 Bft)"
25,26.01.2016,"9,4 °C","Min. 00:306,1 °C","Max. 14:3514,5 °C",77 %,Min. 13:2565 %,Max. 22:1088 %,"1026,1 hPa","Min. 23:151023,7 hPa","Max. 02:101028,9 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,3 km/h (1 Bft)","Max. 10:257,4 km/h (2 Bft)",SO,"2,83 h","Max. 14:302,75 h","0,864 mm","Max. 13:050,152 mm","0,6 UV-I","Max. 11:550,7 UV-I",125 W/m²,Max. 12:00329 W/m²,"5,6 °C","Max. 14:308,8 °C","Min. 01:203,3 °C","9,3 °C","Max. 14:4014,5 °C","Min. 00:306,1 °C","6,9 km/h (2 Bft)","Max. 10:1517,7 km/h (3 Bft)"
26,27.01.2016,"11,1 °C","Min. 00:357,8 °C","Max. 12:1513,4 °C",77 %,Min. 12:3566 %,Max. 00:4089 %,"1021,3 hPa","Min. 23:151018,0 hPa","Max. 00:301024,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,4 km/h (1 Bft)","Max. 12:358,0 km/h (2 Bft)",S-SO,"0,25 h","Max. 11:500,17 h","0,711 mm","Max. 12:000,076 mm","0,4 UV-I","Max. 11:400,6 UV-I",64 W/m²,Max. 11:45216 W/m²,"7,1 °C","Max. 12:058,6 °C","Min. 06:255,7 °C","11,1 °C","Max. 12:1513,4 °C","Min. 00:357,8 °C","7,2 km/h (2 Bft)","Max. 12:4019,3 km/h (3 Bft)"
27,28.01.2016,"10,0 °C","Min. 23:507,2 °C","Max. 01:4013,1 °C",79 %,Min. 02:4067 %,Max. 23:5593 %,"1023,3 hPa","Min. 01:401017,4 hPa","Max. 23:101027,4 hPa","0,4 l/m²","Max. 08:450,2 l/m²","2,4 km/h (1 Bft)","Max. 09:008,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,457 mm","Max. 15:000,051 mm","0,3 UV-I","Max. 12:400,3 UV-I",58 W/m²,Max. 14:25151 W/m²,"6,6 °C","Max. 08:408,5 °C","Min. 17:004,3 °C","10,0 °C","Max. 01:4013,1 °C","Min. 23:507,2 °C","7,0 km/h (2 Bft)","Max. 09:0024,1 km/h (4 Bft)"
28,29.01.2016,"6,5 °C","Min. 06:452,9 °C","Max. 14:3510,3 °C",82 %,Min. 14:4061 %,Max. 04:5097 %,"1028,9 hPa","Min. 23:451027,1 hPa","Max. 10:201030,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,7 km/h (1 Bft)","Max. 15:457,0 km/h (2 Bft)",S-SO,"3,17 h","Max. 17:003,08 h","0,813 mm","Max. 13:000,152 mm","0,7 UV-I","Max. 12:351,0 UV-I",133 W/m²,Max. 12:45381 W/m²,"3,4 °C","Max. 00:006,0 °C","Min. 06:452,3 °C","6,5 °C","Max. 14:3510,3 °C","Min. 06:452,9 °C","7,6 km/h (2 Bft)","Max. 16:5020,9 km/h (4 Bft)"
29,30.01.2016,"7,3 °C","Min. 23:554,8 °C","Max. 15:209,8 °C",81 %,Min. 12:0568 %,Max. 21:2596 %,"1017,8 hPa","Min. 18:001010,8 hPa","Max. 00:301027,3 hPa","6,0 l/m²","Max. 19:350,4 l/m²","4,9 km/h (1 Bft)","Max. 12:2510,2 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,508 mm","Max. 12:000,051 mm","0,5 UV-I","Max. 12:050,5 UV-I",40 W/m²,Max. 12:05152 W/m²,"4,1 °C","Max. 18:306,3 °C","Min. 09:302,5 °C","7,2 °C","Max. 15:309,8 °C","Min. 23:554,8 °C","13,8 km/h (3 Bft)","Max. 19:1527,4 km/h (5 Bft)"
30,31.01.2016,"6,1 °C","Min. 02:504,0 °C","Max. 23:5011,2 °C",95 %,Min. 03:2590 %,Max. 22:4598 %,"1013,6 hPa","Min. 19:401011,5 hPa","Max. 09:151015,2 hPa","3,8 l/m²","Max. 02:100,2 l/m²","1,7 km/h (1 Bft)","Max. 20:404,5 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,152 mm","Max. 11:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",36 W/m²,Max. 13:3079 W/m²,"5,3 °C","Max. 23:5510,9 °C","Min. 03:252,7 °C","6,1 °C","Max. 23:5511,2 °C","Min. 02:254,1 °C","5,1 km/h (1 Bft)","Max. 14:4012,9 km/h (3 Bft)"
31,01.02.2016,"12,0 °C","Min. 22:2010,9 °C","Max. 13:4012,8 °C",84 %,Min. 18:1573 %,Max. 00:0098 %,"1020,5 hPa","Min. 00:001012,9 hPa","Max. 19:401024,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","4,3 km/h (1 Bft)","Max. 13:5510,3 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,483 mm","Max. 14:050,076 mm","0,6 UV-I","Max. 13:001,0 UV-I",55 W/m²,Max. 13:00184 W/m²,"9,3 °C","Max. 03:0511,2 °C","Min. 18:356,9 °C","11,9 °C","Max. 13:4012,8 °C","Min. 13:5510,3 °C","12,8 km/h (3 Bft)","Max. 13:1029,0 km/h (5 Bft)"
32,02.02.2016,"10,8 °C","Min. 23:556,2 °C","Max. 13:5512,9 °C",81 %,Min. 14:0073 %,Max. 21:5093 %,"1019,2 hPa","Min. 19:251015,5 hPa","Max. 00:101023,3 hPa","1,8 l/m²","Max. 21:300,4 l/m²","5,2 km/h (1 Bft)","Max. 12:4010,6 km/h (2 Bft)",S,"0,83 h","Max. 17:000,33 h","0,737 mm","Max. 14:000,101 mm","0,5 UV-I","Max. 11:000,8 UV-I",79 W/m²,Max. 11:00267 W/m²,"7,7 °C","Max. 11:059,0 °C","Min. 23:404,6 °C","10,6 °C","Max. 13:5512,9 °C","Min. 22:454,8 °C","14,8 km/h (3 Bft)","Max. 16:3033,8 km/h (5 Bft)"
33,03.02.2016,"4,7 °C","Min. 18:352,4 °C","Max. 12:558,1 °C",91 %,Min. 13:4083 %,Max. 09:1595 %,"1019,7 hPa","Min. 08:251016,8 hPa","Max. 23:501026,2 hPa","4,6 l/m²","Max. 13:550,4 l/m²","1,5 km/h (1 Bft)","Max. 14:406,8 km/h (2 Bft)",S,"0,50 h","Max. 12:550,42 h","0,203 mm","Max. 13:000,101 mm","0,6 UV-I","Max. 12:401,0 UV-I",59 W/m²,Max. 12:50518 W/m²,"3,4 °C","Max. 12:555,9 °C","Min. 22:551,0 °C","4,7 °C","Max. 12:507,9 °C","Min. 18:402,4 °C","5,1 km/h (1 Bft)","Max. 14:4020,9 km/h (4 Bft)"
34,04.02.2016,"4,0 °C","Min. 00:002,8 °C","Max. 23:405,4 °C",92 %,Min. 11:1085 %,Max. 23:4097 %,"1024,7 hPa","Min. 16:251020,6 hPa","Max. 08:401027,4 hPa","5,2 l/m²","Max. 13:350,6 l/m²","2,9 km/h (1 Bft)","Max. 13:507,9 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,127 mm","Max. 11:000,026 mm","0,1 UV-I","Max. 11:150,1 UV-I",34 W/m²,Max. 11:15111 W/m²,"2,8 °C","Max. 23:455,0 °C","Min. 00:351,3 °C","4,0 °C","Max. 23:455,4 °C","Min. 16:252,6 °C","8,7 km/h (2 Bft)","Max. 15:4025,7 km/h (4 Bft)"
35,05.02.2016,"6,7 °C","Min. 06:054,6 °C","Max. 14:459,7 °C",94 %,Min. 14:5587 %,Max. 00:0097 %,"1026,0 hPa","Min. 23:401021,9 hPa","Max. 09:001028,6 hPa","0,6 l/m²","Max. 02:050,2 l/m²","1,1 km/h (1 Bft)","Max. 12:554,6 km/h (1 Bft)",SO,"0,17 h","Max. 12:450,08 h","0,229 mm","Max. 13:000,076 mm","0,5 UV-I","Max. 12:400,9 UV-I",65 W/m²,Max. 12:40243 W/m²,"5,7 °C","Max. 14:108,0 °C","Min. 05:304,1 °C","6,7 °C","Max. 14:459,7 °C","Min. 05:304,7 °C","3,6 km/h (1 Bft)","Max. 11:1511,3 km/h (2 Bft)"
36,06.02.2016,"7,6 °C","Min. 04:552,4 °C","Max. 15:1013,3 °C",79 %,Min. 18:2556 %,Max. 09:2598 %,"1015,0 hPa","Min. 23:551006,4 hPa","Max. 00:001021,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,8 km/h (1 Bft)","Max. 14:357,9 km/h (2 Bft)",O,"1,67 h","Max. 14:101,58 h","0,838 mm","Max. 13:000,127 mm","0,7 UV-I","Max. 12:000,9 UV-I",119 W/m²,Max. 12:05362 W/m²,"3,9 °C","Max. 13:306,3 °C","Min. 05:001,7 °C","7,6 °C","Max. 15:1013,3 °C","Min. 05:002,4 °C","5,2 km/h (1 Bft)","Max. 14:4020,9 km/h (4 Bft)"
