,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
10,11.01.2019,"-0,1 °C","Min. 02:10-0,7 °C","Max. 23:250,5 °C",90 %,Min. 00:0080 %,Max. 16:1595 %,"1025,3 hPa","Min. 21:401024,0 hPa","Max. 03:001026,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,0 km/h (0 Bft)","Max. 07:354,4 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,025 mm","Max. 12:050,025 mm","0,0 UV-I","Max. 00:000,0 UV-I",21 W/m²,Max. 11:2544 W/m²,"-1,5 °C","Max. 23:25-0,2 °C","Min. 00:00-3,6 °C","-0,1 °C","Max. 23:250,5 °C","Min. 02:20-0,7 °C","4,1 km/h (1 Bft)","Max. 07:2011,3 km/h (2 Bft)"
11,12.01.2019,"2,5 °C","Min. 00:000,5 °C","Max. 23:554,3 °C",96 %,Min. 00:0095 %,Max. 00:2596 %,"1021,0 hPa","Min. 23:251014,2 hPa","Max. 02:501024,8 hPa","18,4 l/m²","Max. 17:100,4 l/m²","2,8 km/h (1 Bft)","Max. 19:357,6 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,076 mm","Max. 12:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",31 W/m²,Max. 11:1087 W/m²,"1,8 °C","Max. 23:553,7 °C","Min. 00:00-0,2 °C","2,4 °C","Max. 23:554,3 °C","Min. 00:000,5 °C","8,8 km/h (2 Bft)","Max. 19:3520,9 km/h (4 Bft)"
12,13.01.2019,"6,4 °C","Min. 00:004,3 °C","Max. 20:558,6 °C",96 %,Min. 23:5086 %,Max. 10:2597 %,"1008,2 hPa","Min. 21:301001,8 hPa","Max. 03:001014,3 hPa","8,2 l/m²","Max. 09:550,4 l/m²","2,5 km/h (1 Bft)","Max. 23:5015,2 km/h (3 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",14 W/m²,Max. 12:2532 W/m²,"5,7 °C","Max. 20:558,0 °C","Min. 00:003,7 °C","6,3 °C","Max. 20:558,6 °C","Min. 23:502,5 °C","7,9 km/h (2 Bft)","Max. 23:5040,2 km/h (6 Bft)"
13,14.01.2019,"5,0 °C","Min. 22:052,3 °C","Max. 00:007,3 °C",86 %,Min. 19:0579 %,Max. 13:4595 %,"1011,6 hPa","Min. 00:251003,2 hPa","Max. 23:551020,4 hPa","1,8 l/m²","Max. 12:450,4 l/m²","3,3 km/h (1 Bft)","Max. 00:0010,9 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,330 mm","Max. 12:000,050 mm","0,0 UV-I","Max. 00:000,0 UV-I",52 W/m²,Max. 12:10132 W/m²,"2,8 °C","Max. 00:005,4 °C","Min. 21:250,1 °C","4,9 °C","Max. 12:107,1 °C","Min. 19:050,6 °C","10,2 km/h (2 Bft)","Max. 00:0029,0 km/h (5 Bft)"
14,15.01.2019,"4,0 °C","Min. 06:051,8 °C","Max. 13:505,6 °C",87 %,Min. 18:0084 %,Max. 08:4091 %,"1021,0 hPa","Min. 23:501019,2 hPa","Max. 09:251022,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,4 km/h (1 Bft)","Max. 15:505,1 km/h (1 Bft)",S,"0,00 h","Max. 00:000,00 h","0,178 mm","Max. 11:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",53 W/m²,Max. 10:45147 W/m²,"2,1 °C","Max. 15:553,5 °C","Min. 05:350,1 °C","4,0 °C","Max. 13:505,6 °C","Min. 06:051,8 °C","4,6 km/h (1 Bft)","Max. 13:1016,1 km/h (3 Bft)"
15,16.01.2019,"5,1 °C","Min. 23:503,9 °C","Max. 13:157,1 °C",78 %,Min. 13:4569 %,Max. 00:0086 %,"1013,2 hPa","Min. 23:501007,6 hPa","Max. 00:001019,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,8 km/h (1 Bft)","Max. 14:455,8 km/h (2 Bft)",SO,"2,83 h","Max. 13:552,75 h","0,610 mm","Max. 14:000,102 mm","0,5 UV-I","Max. 11:500,6 UV-I",122 W/m²,Max. 13:10271 W/m²,"1,6 °C","Max. 00:003,1 °C","Min. 23:200,8 °C","5,1 °C","Max. 13:157,1 °C","Min. 23:404,0 °C","6,1 km/h (2 Bft)","Max. 14:1516,1 km/h (3 Bft)"
16,17.01.2019,"5,5 °C","Min. 23:202,2 °C","Max. 14:208,1 °C",85 %,Min. 14:4573 %,Max. 10:2094 %,"1007,1 hPa","Min. 14:351004,7 hPa","Max. 23:351012,8 hPa","2,2 l/m²","Max. 07:000,2 l/m²","3,0 km/h (1 Bft)","Max. 04:558,9 km/h (2 Bft)",S,"0,08 h","Max. 00:000,00 h","0,330 mm","Max. 15:050,050 mm","0,4 UV-I","Max. 11:550,5 UV-I",42 W/m²,Max. 11:55262 W/m²,"3,1 °C","Max. 11:555,8 °C","Min. 23:35-0,4 °C","5,5 °C","Max. 14:208,1 °C","Min. 23:252,2 °C","9,5 km/h (2 Bft)","Max. 05:0519,3 km/h (3 Bft)"
17,18.01.2019,"2,3 °C","Min. 21:25-0,4 °C","Max. 14:005,3 °C",80 %,Min. 14:1567 %,Max. 10:0093 %,"1018,2 hPa","Min. 00:001012,9 hPa","Max. 10:401020,3 hPa","0,2 l/m²","Max. 11:050,2 l/m²","1,2 km/h (1 Bft)","Max. 23:256,7 km/h (2 Bft)",S-SW,"3,08 h","Max. 15:153,00 h","0,457 mm","Max. 14:050,127 mm","0,5 UV-I","Max. 12:450,6 UV-I",136 W/m²,Max. 12:10361 W/m²,"-0,8 °C","Max. 11:500,6 °C","Min. 23:55-2,9 °C","2,3 °C","Max. 14:005,2 °C","Min. 21:25-0,4 °C","4,5 km/h (1 Bft)","Max. 22:4517,7 km/h (3 Bft)"
18,19.01.2019,"0,1 °C","Min. 23:55-2,7 °C","Max. 12:253,3 °C",73 %,Min. 12:1560 %,Max. 23:5580 %,"1016,2 hPa","Min. 23:001013,6 hPa","Max. 00:101019,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,2 km/h (1 Bft)","Max. 14:208,7 km/h (2 Bft)",O-NO,"3,75 h","Max. 14:553,67 h","0,787 mm","Max. 13:000,127 mm","0,5 UV-I","Max. 11:550,6 UV-I",145 W/m²,Max. 12:10331 W/m²,"-4,1 °C","Max. 15:00-2,8 °C","Min. 23:45-5,7 °C","0,1 °C","Max. 12:253,3 °C","Min. 23:55-2,7 °C","9,6 km/h (2 Bft)","Max. 14:1522,5 km/h (4 Bft)"
19,20.01.2019,"-2,6 °C","Min. 08:00-5,0 °C","Max. 13:200,5 °C",84 %,Min. 13:2075 %,Max. 08:0092 %,"1015,8 hPa","Min. 01:101013,5 hPa","Max. 23:501020,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,4 km/h (0 Bft)","Max. 20:355,4 km/h (2 Bft)",N-NO,"1,50 h","Max. 13:201,42 h","0,254 mm","Max. 13:000,076 mm","0,5 UV-I","Max. 11:550,5 UV-I",87 W/m²,Max. 13:15296 W/m²,"-4,9 °C","Max. 16:10-3,3 °C","Min. 07:10-6,2 °C","-2,6 °C","Max. 13:150,4 °C","Min. 08:30-5,0 °C","1,3 km/h (1 Bft)","Max. 20:3517,7 km/h (3 Bft)"
20,21.01.2019,"-2,8 °C","Min. 08:45-5,3 °C","Max. 14:151,4 °C",84 %,Min. 14:2069 %,Max. 23:1592 %,"1020,9 hPa","Min. 23:401019,2 hPa","Max. 10:251022,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,7 km/h (0 Bft)","Max. 04:404,8 km/h (1 Bft)",W-NW,"3,83 h","Max. 14:553,75 h","0,406 mm","Max. 14:000,102 mm","0,5 UV-I","Max. 12:200,6 UV-I",136 W/m²,Max. 12:45305 W/m²,"-5,2 °C","Max. 13:35-3,4 °C","Min. 08:45-7,0 °C","-2,8 °C","Max. 14:151,4 °C","Min. 08:45-5,3 °C","2,4 km/h (1 Bft)","Max. 04:3014,5 km/h (3 Bft)"
21,22.01.2019,"-2,9 °C","Min. 04:15-6,7 °C","Max. 14:20-0,2 °C",85 %,Min. 12:5577 %,Max. 07:0594 %,"1011,0 hPa","Min. 23:451002,5 hPa","Max. 00:201019,4 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,8 km/h (1 Bft)","Max. 19:306,7 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,254 mm","Max. 13:050,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",63 W/m²,Max. 12:30145 W/m²,"-5,1 °C","Max. 11:30-3,1 °C","Min. 04:20-7,8 °C","-2,9 °C","Max. 12:40-0,3 °C","Min. 04:20-6,7 °C","5,7 km/h (2 Bft)","Max. 20:0016,1 km/h (3 Bft)"
22,23.01.2019,"-1,1 °C","Min. 07:10-2,2 °C","Max. 13:350,2 °C",76 %,Min. 12:5572 %,Max. 01:2581 %,"999,5 hPa","Min. 12:50997,6 hPa","Max. 23:301002,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,8 km/h (1 Bft)","Max. 10:059,9 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,354 mm","Max. 11:050,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",70 W/m²,Max. 13:25149 W/m²,"-4,7 °C","Max. 00:55-3,8 °C","Min. 08:05-5,5 °C","-1,1 °C","Max. 13:300,1 °C","Min. 10:05-4,8 °C","9,3 km/h (2 Bft)","Max. 10:1022,5 km/h (4 Bft)"
23,24.01.2019,"-2,0 °C","Min. 08:00-3,2 °C","Max. 13:30-0,8 °C",80 %,Min. 15:0075 %,Max. 21:2087 %,"1009,4 hPa","Min. 00:001003,0 hPa","Max. 22:351014,4 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 00:003,2 km/h (1 Bft)",NW,"0,50 h","Max. 00:000,00 h","0,178 mm","Max. 14:000,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",81 W/m²,Max. 13:30206 W/m²,"-5,0 °C","Max. 22:05-4,1 °C","Min. 07:30-6,2 °C","-2,0 °C","Max. 13:30-0,9 °C","Min. 07:30-3,1 °C","4,6 km/h (1 Bft)","Max. 16:0012,9 km/h (3 Bft)"
24,25.01.2019,"-1,1 °C","Min. 06:50-3,2 °C","Max. 14:350,9 °C",84 %,Min. 04:2078 %,Max. 23:2092 %,"1016,3 hPa","Min. 00:001014,5 hPa","Max. 11:051017,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,9 km/h (1 Bft)","Max. 22:105,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,203 mm","Max. 14:050,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",62 W/m²,Max. 12:45126 W/m²,"-3,5 °C","Max. 23:35-1,3 °C","Min. 04:20-6,2 °C","-1,1 °C","Max. 14:350,9 °C","Min. 06:55-3,2 °C","5,6 km/h (2 Bft)","Max. 23:3014,5 km/h (3 Bft)"
25,26.01.2019,"2,3 °C","Min. 01:20-0,2 °C","Max. 20:504,1 °C",92 %,Min. 00:2090 %,Max. 02:1594 %,"1010,7 hPa","Min. 23:501002,4 hPa","Max. 00:001015,3 hPa","3,4 l/m²","Max. 12:200,2 l/m²","2,8 km/h (1 Bft)","Max. 15:206,3 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,152 mm","Max. 12:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",36 W/m²,Max. 14:3079 W/m²,"1,2 °C","Max. 20:353,1 °C","Min. 00:50-1,4 °C","2,3 °C","Max. 20:504,1 °C","Min. 01:20-0,2 °C","8,9 km/h (2 Bft)","Max. 06:3019,3 km/h (3 Bft)"
26,27.01.2019,"5,8 °C","Min. 23:552,8 °C","Max. 14:308,0 °C",87 %,Min. 14:2576 %,Max. 00:0093 %,"992,7 hPa","Min. 18:35988,1 hPa","Max. 00:001002,2 hPa","2,0 l/m²","Max. 02:550,2 l/m²","3,3 km/h (1 Bft)","Max. 21:259,3 km/h (2 Bft)",SO,"0,17 h","Max. 10:000,08 h","0,254 mm","Max. 11:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",42 W/m²,Max. 10:00150 W/m²,"3,8 °C","Max. 12:355,3 °C","Min. 23:551,2 °C","5,7 °C","Max. 14:308,0 °C","Min. 21:402,4 °C","9,7 km/h (2 Bft)","Max. 21:0524,1 km/h (4 Bft)"
27,28.01.2019,"2,5 °C","Min. 23:451,2 °C","Max. 03:503,0 °C",90 %,Min. 03:3086 %,Max. 16:0094 %,"997,7 hPa","Min. 00:00994,7 hPa","Max. 23:501005,6 hPa","3,6 l/m²","Max. 01:000,2 l/m²","4,0 km/h (1 Bft)","Max. 11:209,8 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,127 mm","Max. 11:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",29 W/m²,Max. 10:2590 W/m²,"1,0 °C","Max. 18:201,8 °C","Min. 23:30-0,5 °C","2,3 °C","Max. 10:402,9 °C","Min. 09:20-0,5 °C","11,2 km/h (2 Bft)","Max. 10:3524,1 km/h (4 Bft)"
28,29.01.2019,"2,1 °C","Min. 07:050,8 °C","Max. 14:455,1 °C",84 %,Min. 16:4063 %,Max. 01:2591 %,"1005,2 hPa","Min. 23:55996,9 hPa","Max. 09:151009,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,0 km/h (1 Bft)","Max. 23:207,9 km/h (2 Bft)",S-SO,"1,67 h","Max. 14:451,58 h","0,508 mm","Max. 13:000,101 mm","0,6 UV-I","Max. 11:550,7 UV-I",108 W/m²,Max. 13:00361 W/m²,"-0,4 °C","Max. 11:551,5 °C","Min. 16:40-2,5 °C","2,1 °C","Max. 14:404,9 °C","Min. 23:20-0,4 °C","6,1 km/h (2 Bft)","Max. 23:1020,9 km/h (4 Bft)"
29,30.01.2019,"1,9 °C","Min. 23:550,2 °C","Max. 12:504,4 °C",78 %,Min. 08:0565 %,Max. 17:4591 %,"994,6 hPa","Min. 08:00990,7 hPa","Max. 21:50999,1 hPa","0,2 l/m²","Max. 18:000,2 l/m²","6,1 km/h (2 Bft)","Max. 08:3012,1 km/h (2 Bft)",S,"0,50 h","Max. 16:400,42 h","0,533 mm","Max. 14:050,076 mm","0,4 UV-I","Max. 13:250,6 UV-I",57 W/m²,Max. 13:25326 W/m²,"-1,6 °C","Max. 13:250,5 °C","Min. 05:10-3,8 °C","1,0 °C","Max. 12:454,3 °C","Min. 04:20-4,0 °C","16,4 km/h (3 Bft)","Max. 08:3038,6 km/h (6 Bft)"
30,31.01.2019,"0,9 °C","Min. 02:10-1,2 °C","Max. 14:303,1 °C",83 %,Min. 06:5571 %,Max. 09:1592 %,"996,5 hPa","Min. 23:40991,8 hPa","Max. 00:10998,8 hPa","1,6 l/m²","Max. 12:300,4 l/m²","2,7 km/h (1 Bft)","Max. 21:508,3 km/h (2 Bft)",SO,"0,42 h","Max. 14:350,33 h","0,406 mm","Max. 13:000,051 mm","0,3 UV-I","Max. 12:250,6 UV-I",73 W/m²,Max. 12:25287 W/m²,"-1,7 °C","Max. 14:300,8 °C","Min. 06:55-3,7 °C","0,9 °C","Max. 14:303,1 °C","Min. 02:10-1,2 °C","8,6 km/h (2 Bft)","Max. 22:3527,4 km/h (5 Bft)"
31,01.02.2019,"3,9 °C","Min. 02:401,5 °C","Max. 15:406,8 °C",87 %,Min. 01:0074 %,Max. 22:0594 %,"990,3 hPa","Min. 17:45988,2 hPa","Max. 11:05992,2 hPa","1,0 l/m²","Max. 02:250,2 l/m²","1,7 km/h (1 Bft)","Max. 01:1513,5 km/h (3 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,254 mm","Max. 14:050,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",49 W/m²,Max. 13:15120 W/m²,"2,0 °C","Max. 15:454,3 °C","Min. 00:35-1,5 °C","3,8 °C","Max. 15:406,8 °C","Min. 01:30-3,2 °C","5,5 km/h (2 Bft)","Max. 01:2035,4 km/h (5 Bft)"
32,02.02.2019,"4,1 °C","Min. 07:152,6 °C","Max. 15:556,4 °C",93 %,Min. 16:5589 %,Max. 02:4095 %,"996,2 hPa","Min. 00:00990,0 hPa","Max. 23:551004,6 hPa","0,6 l/m²","Max. 00:250,2 l/m²","0,4 km/h (0 Bft)","Max. 10:305,4 km/h (2 Bft)",W,"0,00 h","Max. 00:000,00 h","0,178 mm","Max. 15:050,050 mm","0,0 UV-I","Max. 00:000,0 UV-I",57 W/m²,Max. 14:50117 W/m²,"3,1 °C","Max. 14:504,9 °C","Min. 02:051,8 °C","4,1 °C","Max. 15:556,4 °C","Min. 07:202,6 °C","1,5 km/h (1 Bft)","Max. 10:3014,5 km/h (3 Bft)"
33,03.02.2019,"3,2 °C","Min. 23:352,3 °C","Max. 00:004,4 °C",83 %,Min. 17:5074 %,Max. 00:0094 %,"1015,8 hPa","Min. 00:001004,7 hPa","Max. 23:551027,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,2 km/h (1 Bft)","Max. 14:008,3 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,279 mm","Max. 12:050,051 mm","0,1 UV-I","Max. 13:000,1 UV-I",40 W/m²,Max. 11:20145 W/m²,"0,6 °C","Max. 00:003,5 °C","Min. 20:05-0,7 °C","3,2 °C","Max. 00:004,4 °C","Min. 06:201,5 °C","10,6 km/h (2 Bft)","Max. 06:2024,1 km/h (4 Bft)"
34,04.02.2019,"2,0 °C","Min. 07:55-2,4 °C","Max. 14:456,4 °C",76 %,Min. 15:1555 %,Max. 09:1594 %,"1028,5 hPa","Min. 16:551026,9 hPa","Max. 09:151030,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,7 km/h (1 Bft)","Max. 13:007,5 km/h (2 Bft)",O-NO,"3,42 h","Max. 15:203,33 h","0,762 mm","Max. 13:000,127 mm","0,6 UV-I","Max. 11:500,8 UV-I",139 W/m²,Max. 12:25352 W/m²,"-2,0 °C","Max. 12:050,6 °C","Min. 07:55-3,5 °C","2,0 °C","Max. 14:456,4 °C","Min. 07:55-2,4 °C","5,2 km/h (1 Bft)","Max. 22:3522,5 km/h (4 Bft)"
35,05.02.2019,"3,0 °C","Min. 04:55-0,1 °C","Max. 14:107,5 °C",75 %,Min. 14:1560 %,Max. 23:5086 %,"1028,2 hPa","Min. 03:501027,2 hPa","Max. 11:301029,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,2 km/h (1 Bft)","Max. 10:204,8 km/h (1 Bft)",SO,"2,92 h","Max. 17:102,83 h","0,787 mm","Max. 14:000,153 mm","0,8 UV-I","Max. 12:101,0 UV-I",150 W/m²,Max. 12:30408 W/m²,"-1,2 °C","Max. 15:500,6 °C","Min. 04:30-3,0 °C","3,0 °C","Max. 14:107,4 °C","Min. 04:55-0,1 °C","4,0 km/h (1 Bft)","Max. 11:3014,5 km/h (3 Bft)"
36,06.02.2019,"1,2 °C","Min. 07:50-2,2 °C","Max. 14:556,7 °C",80 %,Min. 16:0060 %,Max. 08:5092 %,"1025,6 hPa","Min. 23:351020,1 hPa","Max. 10:251028,4 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,6 km/h (0 Bft)","Max. 11:204,4 km/h (1 Bft)",SW,"3,08 h","Max. 15:353,00 h","0,635 mm","Max. 13:050,152 mm","0,8 UV-I","Max. 12:151,0 UV-I",156 W/m²,Max. 12:30394 W/m²,"-2,1 °C","Max. 15:200,8 °C","Min. 07:50-3,8 °C","1,2 °C","Max. 14:556,7 °C","Min. 07:50-2,2 °C","1,8 km/h (1 Bft)","Max. 10:309,7 km/h (2 Bft)"
