,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
17,18.01.2010,"3,6 °C","Min. 23:401,6 °C","Max. 14:356,7 °C",92 %,Min. 14:4083 %,Max. 02:0095 %,"1026,1 hPa","Min. 00:001024,0 hPa","Max. 11:251027,3 hPa","0,2 l/m²","Max. 09:400,2 l/m²","0,8 km/h (0 Bft)","Max. 15:055,4 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,4 °C","Max. 14:354,4 °C","Min. 23:400,6 °C","3,6 °C","Max. 14:356,7 °C","Min. 23:401,6 °C","3,4 km/h (1 Bft)","Max. 15:0514,5 km/h (3 Bft)"
18,19.01.2010,"1,1 °C","Min. 19:050,7 °C","Max. 15:001,7 °C",94 %,Min. 14:2592 %,Max. 09:3595 %,"1023,2 hPa","Min. 23:551019,9 hPa","Max. 00:001026,2 hPa","0,2 l/m²","Max. 00:100,2 l/m²","0,4 km/h (0 Bft)","Max. 09:452,8 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,3 °C","Max. 01:000,7 °C","Min. 19:10-0,2 °C","1,1 °C","Max. 15:001,7 °C","Min. 19:100,7 °C","2,4 km/h (1 Bft)","Max. 09:458,0 km/h (2 Bft)"
19,20.01.2010,"1,7 °C","Min. 22:450,7 °C","Max. 12:054,2 °C",89 %,Min. 15:0079 %,Max. 01:1096 %,"1016,2 hPa","Min. 13:301014,1 hPa","Max. 00:001019,8 hPa","0,2 l/m²","Max. 00:100,2 l/m²","1,6 km/h (1 Bft)","Max. 14:157,7 km/h (2 Bft)",SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,0 °C","Max. 10:301,7 °C","Min. 23:55-2,0 °C","1,7 °C","Max. 12:004,1 °C","Min. 22:450,7 °C","5,9 km/h (2 Bft)","Max. 11:3520,9 km/h (4 Bft)"
20,21.01.2010,"1,8 °C","Min. 00:400,2 °C","Max. 15:552,8 °C",84 %,Min. 13:1580 %,Max. 03:4587 %,"1021,6 hPa","Min. 00:001017,1 hPa","Max. 23:251024,1 hPa","0,2 l/m²","Max. 16:250,2 l/m²","0,5 km/h (0 Bft)","Max. 01:453,0 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,7 °C","Max. 23:450,4 °C","Min. 00:35-2,2 °C","1,8 °C","Max. 15:552,8 °C","Min. 00:400,2 °C","2,5 km/h (1 Bft)","Max. 01:459,7 km/h (2 Bft)"
21,22.01.2010,"2,2 °C","Min. 23:30-1,1 °C","Max. 13:305,7 °C",84 %,Min. 13:1575 %,Max. 05:5589 %,"1025,1 hPa","Min. 00:401023,9 hPa","Max. 22:001026,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,0 km/h (0 Bft)","Max. 14:154,5 km/h (1 Bft)",W-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,2 °C","Max. 13:351,6 °C","Min. 23:30-3,3 °C","2,2 °C","Max. 13:355,7 °C","Min. 23:30-1,1 °C","4,3 km/h (1 Bft)","Max. 22:0017,7 km/h (3 Bft)"
22,23.01.2010,"-0,3 °C","Min. 00:00-1,0 °C","Max. 22:500,4 °C",83 %,Min. 15:4079 %,Max. 00:0086 %,"1024,5 hPa","Min. 23:401022,8 hPa","Max. 00:001026,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,2 km/h (1 Bft)","Max. 20:255,9 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-2,9 °C","Max. 22:50-2,6 °C","Min. 16:35-3,3 °C","-0,3 °C","Max. 22:500,4 °C","Min. 00:00-1,0 °C","7,3 km/h (2 Bft)","Max. 09:4522,5 km/h (4 Bft)"
23,24.01.2010,"0,5 °C","Min. 00:40-0,2 °C","Max. 11:251,3 °C",88 %,Min. 03:0580 %,Max. 22:1095 %,"1023,2 hPa","Min. 02:201022,4 hPa","Max. 10:501023,9 hPa","1,2 l/m²","Max. 12:100,2 l/m²","0,3 km/h (0 Bft)","Max. 03:454,1 km/h (1 Bft)",W-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,3 °C","Max. 15:35-0,1 °C","Min. 00:00-3,0 °C","0,5 °C","Max. 11:251,3 °C","Min. 00:40-0,2 °C","1,8 km/h (1 Bft)","Max. 03:4514,5 km/h (3 Bft)"
24,25.01.2010,"-0,4 °C","Min. 15:25-0,9 °C","Max. 00:000,4 °C",93 %,Min. 13:1591 %,Max. 00:0095 %,"1027,2 hPa","Min. 00:101023,3 hPa","Max. 23:551031,8 hPa","0,4 l/m²","Max. 14:250,2 l/m²","0,0 km/h (0 Bft)","Max. 01:001,5 km/h (1 Bft)",W-NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,4 °C","Max. 00:00-0,3 °C","Min. 13:40-2,1 °C","-0,4 °C","Max. 00:000,4 °C","Min. 15:25-0,9 °C","0,2 km/h (0 Bft)","Max. 00:353,2 km/h (1 Bft)"
25,26.01.2010,"-2,4 °C","Min. 23:55-6,1 °C","Max. 00:00-0,9 °C",85 %,Min. 13:4077 %,Max. 00:5593 %,"1034,3 hPa","Min. 01:401031,7 hPa","Max. 22:051037,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,1 km/h (1 Bft)","Max. 12:155,0 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-4,5 °C","Max. 00:00-2,0 °C","Min. 23:55-8,5 °C","-2,4 °C","Max. 00:00-0,9 °C","Min. 23:55-6,1 °C","4,6 km/h (1 Bft)","Max. 12:2014,5 km/h (3 Bft)"
26,27.01.2010,"-6,0 °C","Min. 06:30-10,2 °C","Max. 22:50-2,8 °C",83 %,Min. 12:5574 %,Max. 06:3588 %,"1029,2 hPa","Min. 23:501015,0 hPa","Max. 00:001037,1 hPa","0,2 l/m²","Max. 14:450,2 l/m²","1,1 km/h (1 Bft)","Max. 20:155,3 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-8,4 °C","Max. 23:40-4,5 °C","Min. 06:20-12,0 °C","-6,0 °C","Max. 22:50-2,8 °C","Min. 07:05-10,2 °C","4,6 km/h (1 Bft)","Max. 23:4520,9 km/h (4 Bft)"
27,28.01.2010,"-0,3 °C","Min. 00:00-2,8 °C","Max. 13:551,4 °C",89 %,Min. 13:5585 %,Max. 18:4596 %,"1008,1 hPa","Min. 23:501003,0 hPa","Max. 00:001015,2 hPa","1,0 l/m²","Max. 14:150,2 l/m²","2,4 km/h (1 Bft)","Max. 13:407,0 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,8 °C","Max. 18:450,4 °C","Min. 00:00-4,5 °C","-0,3 °C","Max. 21:351,4 °C","Min. 00:00-2,8 °C","8,4 km/h (2 Bft)","Max. 16:5025,7 km/h (4 Bft)"
28,29.01.2010,"1,3 °C","Min. 21:500,7 °C","Max. 12:251,9 °C",92 %,Min. 04:2089 %,Max. 22:4095 %,"992,0 hPa","Min. 19:35983,4 hPa","Max. 00:001003,0 hPa","8,6 l/m²","Max. 00:200,2 l/m²","3,0 km/h (1 Bft)","Max. 13:057,4 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,0 °C","Max. 16:050,7 °C","Min. 08:20-0,6 °C","1,3 °C","Max. 12:301,9 °C","Min. 21:500,7 °C","10,0 km/h (2 Bft)","Max. 12:3527,4 km/h (5 Bft)"
29,30.01.2010,"-0,6 °C","Min. 23:55-5,1 °C","Max. 13:501,1 °C",87 %,Min. 15:3075 %,Max. 00:0095 %,"993,9 hPa","Min. 00:00986,3 hPa","Max. 23:501002,2 hPa","0,6 l/m²","Max. 00:300,2 l/m²","2,0 km/h (1 Bft)","Max. 13:307,7 km/h (2 Bft)",SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-2,5 °C","Max. 00:000,3 °C","Min. 23:55-6,5 °C","-0,7 °C","Max. 00:001,0 °C","Min. 23:55-5,1 °C","7,5 km/h (2 Bft)","Max. 12:1524,1 km/h (4 Bft)"
30,31.01.2010,"-2,4 °C","Min. 03:25-6,1 °C","Max. 15:151,2 °C",90 %,Min. 15:1084 %,Max. 00:1592 %,"1006,2 hPa","Min. 00:001002,2 hPa","Max. 23:551010,4 hPa","0,2 l/m²","Max. 15:250,2 l/m²","1,3 km/h (1 Bft)","Max. 15:254,9 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-3,8 °C","Max. 13:50-1,1 °C","Min. 03:25-7,3 °C","-2,4 °C","Max. 14:451,1 °C","Min. 03:25-6,1 °C","4,9 km/h (1 Bft)","Max. 16:2516,1 km/h (3 Bft)"
31,01.02.2010,"-0,7 °C","Min. 06:55-1,9 °C","Max. 22:200,6 °C",86 %,Min. 10:2072 %,Max. 18:0091 %,"1011,9 hPa","Min. 01:151010,2 hPa","Max. 23:501015,4 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,9 km/h (1 Bft)","Max. 11:457,8 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-2,8 °C","Max. 23:55-1,1 °C","Min. 10:35-4,5 °C","-0,8 °C","Max. 22:200,6 °C","Min. 06:15-1,8 °C","9,5 km/h (2 Bft)","Max. 11:5524,1 km/h (4 Bft)"
32,02.02.2010,"1,3 °C","Min. 07:55-0,8 °C","Max. 11:452,9 °C",86 %,Min. 11:5074 %,Max. 19:4593 %,"1014,0 hPa","Min. 23:551006,0 hPa","Max. 06:451018,7 hPa","4,4 l/m²","Max. 16:050,2 l/m²","4,8 km/h (1 Bft)","Max. 23:4510,7 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,8 °C","Max. 23:451,1 °C","Min. 07:55-2,7 °C","0,9 °C","Max. 11:452,9 °C","Min. 18:25-1,7 °C","14,9 km/h (3 Bft)","Max. 19:5532,2 km/h (5 Bft)"
33,03.02.2010,"2,6 °C","Min. 09:250,8 °C","Max. 23:404,2 °C",94 %,Min. 08:1090 %,Max. 22:4596 %,"1010,4 hPa","Min. 04:101005,4 hPa","Max. 23:501015,8 hPa","18,6 l/m²","Max. 08:150,6 l/m²","2,1 km/h (1 Bft)","Max. 00:059,9 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,7 °C","Max. 23:403,6 °C","Min. 09:25-0,2 °C","2,5 °C","Max. 23:404,2 °C","Min. 00:05-1,1 °C","7,3 km/h (2 Bft)","Max. 00:0530,6 km/h (5 Bft)"
34,04.02.2010,"6,0 °C","Min. 08:153,6 °C","Max. 14:4510,8 °C",85 %,Min. 14:5064 %,Max. 00:0096 %,"1013,8 hPa","Min. 23:351010,0 hPa","Max. 00:001015,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,3 km/h (1 Bft)","Max. 20:006,8 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,5 °C","Max. 12:105,9 °C","Min. 23:551,1 °C","6,0 °C","Max. 14:4010,7 °C","Min. 08:153,6 °C","5,1 km/h (1 Bft)","Max. 17:3517,7 km/h (3 Bft)"
35,05.02.2010,"3,4 °C","Min. 03:151,4 °C","Max. 14:255,6 °C",86 %,Min. 12:1074 %,Max. 20:5094 %,"1008,7 hPa","Min. 14:201007,1 hPa","Max. 23:551010,9 hPa","1,4 l/m²","Max. 21:001,0 l/m²","0,6 km/h (0 Bft)","Max. 09:306,9 km/h (2 Bft)",W-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,2 °C","Max. 20:502,7 °C","Min. 03:10-0,1 °C","3,4 °C","Max. 14:255,6 °C","Min. 03:101,5 °C","2,9 km/h (1 Bft)","Max. 09:2520,9 km/h (4 Bft)"
