,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
10,11.01.2017,"2,1 °C","Min. 01:200,2 °C","Max. 22:204,2 °C",95 %,Min. 14:0587 %,Max. 06:1597 %,"1012,3 hPa","Min. 16:201007,8 hPa","Max. 02:501016,0 hPa","2,6 l/m²","Max. 00:350,2 l/m²","2,6 km/h (1 Bft)","Max. 14:057,0 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,102 mm","Max. 12:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",36 W/m²,Max. 12:05102 W/m²,"1,3 °C","Max. 22:203,6 °C","Min. 01:45-0,4 °C","2,1 °C","Max. 22:204,2 °C","Min. 01:450,2 °C","7,9 km/h (2 Bft)","Max. 14:0022,5 km/h (4 Bft)"
11,12.01.2017,"4,3 °C","Min. 01:552,8 °C","Max. 13:055,5 °C",90 %,Min. 15:2584 %,Max. 00:0094 %,"1009,4 hPa","Min. 23:55991,5 hPa","Max. 08:451015,2 hPa","2,4 l/m²","Max. 19:400,2 l/m²","3,3 km/h (1 Bft)","Max. 23:1511,8 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,178 mm","Max. 16:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",48 W/m²,Max. 09:5592 W/m²,"2,8 °C","Max. 23:504,5 °C","Min. 01:551,8 °C","4,0 °C","Max. 13:055,5 °C","Min. 23:151,1 °C","9,1 km/h (2 Bft)","Max. 22:5527,4 km/h (5 Bft)"
12,13.01.2017,"3,0 °C","Min. 20:30-0,2 °C","Max. 02:356,3 °C",78 %,Min. 14:0069 %,Max. 00:4093 %,"1001,2 hPa","Min. 00:40991,3 hPa","Max. 18:451006,4 hPa","0,2 l/m²","Max. 00:300,2 l/m²","5,5 km/h (2 Bft)","Max. 03:1515,7 km/h (3 Bft)",SW,"0,00 h","Max. 00:000,00 h","0,457 mm","Max. 03:000,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",45 W/m²,Max. 11:3598 W/m²,"-0,4 °C","Max. 01:005,1 °C","Min. 19:35-2,6 °C","2,0 °C","Max. 00:556,0 °C","Min. 05:20-3,0 °C","15,6 km/h (3 Bft)","Max. 05:0543,5 km/h (6 Bft)"
13,14.01.2017,"1,6 °C","Min. 01:150,3 °C","Max. 14:304,6 °C",87 %,Min. 14:4073 %,Max. 04:2595 %,"1011,8 hPa","Min. 00:501005,4 hPa","Max. 23:501016,2 hPa","1,6 l/m²","Max. 11:100,2 l/m²","2,2 km/h (1 Bft)","Max. 13:357,9 km/h (2 Bft)",S-SO,"0,92 h","Max. 14:550,83 h","0,305 mm","Max. 15:000,076 mm","0,0 UV-I","Max. 00:000,0 UV-I",70 W/m²,Max. 14:30233 W/m²,"-0,4 °C","Max. 06:450,4 °C","Min. 18:10-1,4 °C","1,6 °C","Max. 14:304,6 °C","Min. 01:150,3 °C","7,6 km/h (2 Bft)","Max. 13:1022,5 km/h (4 Bft)"
14,15.01.2017,"1,1 °C","Min. 23:50-0,6 °C","Max. 13:104,5 °C",86 %,Min. 14:5568 %,Max. 00:0094 %,"1019,7 hPa","Min. 00:001016,3 hPa","Max. 23:401022,1 hPa","0,8 l/m²","Max. 12:000,2 l/m²","0,8 km/h (0 Bft)","Max. 14:554,6 km/h (1 Bft)",SO,"1,00 h","Max. 15:400,92 h","0,279 mm","Max. 14:000,076 mm","0,0 UV-I","Max. 00:000,0 UV-I",85 W/m²,Max. 13:05425 W/m²,"-1,0 °C","Max. 12:550,8 °C","Min. 18:55-2,1 °C","1,1 °C","Max. 13:054,3 °C","Min. 23:50-0,6 °C","3,4 km/h (1 Bft)","Max. 14:5516,1 km/h (3 Bft)"
15,16.01.2017,"-1,6 °C","Min. 09:15-4,4 °C","Max. 13:001,8 °C",85 %,Min. 15:5069 %,Max. 02:2095 %,"1025,1 hPa","Min. 00:351021,9 hPa","Max. 23:451029,9 hPa","0,4 l/m²","Max. 12:300,2 l/m²","1,2 km/h (1 Bft)","Max. 12:205,5 km/h (2 Bft)",W-NW,"3,00 h","Max. 16:402,92 h","0,356 mm","Max. 13:000,101 mm","0,5 UV-I","Max. 11:550,5 UV-I",120 W/m²,Max. 13:00313 W/m²,"-3,7 °C","Max. 00:30-1,1 °C","Min. 23:40-6,1 °C","-1,6 °C","Max. 13:001,7 °C","Min. 09:20-4,4 °C","4,1 km/h (1 Bft)","Max. 13:0514,5 km/h (3 Bft)"
16,17.01.2017,"-2,1 °C","Min. 02:20-4,9 °C","Max. 12:451,5 °C",75 %,Min. 12:5556 %,Max. 02:2588 %,"1033,5 hPa","Min. 00:001030,0 hPa","Max. 23:351035,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,9 km/h (1 Bft)","Max. 14:5513,1 km/h (3 Bft)",NW,"1,83 h","Max. 14:151,75 h","0,533 mm","Max. 13:050,102 mm","0,4 UV-I","Max. 11:450,5 UV-I",102 W/m²,Max. 12:45335 W/m²,"-6,0 °C","Max. 10:25-4,8 °C","Min. 13:40-6,8 °C","-2,1 °C","Max. 12:451,4 °C","Min. 14:55-5,7 °C","9,1 km/h (2 Bft)","Max. 14:5532,2 km/h (5 Bft)"
17,18.01.2017,"-1,6 °C","Min. 21:45-3,6 °C","Max. 13:201,0 °C",67 %,Min. 13:3556 %,Max. 00:0574 %,"1036,1 hPa","Min. 23:051035,5 hPa","Max. 09:451037,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,2 km/h (1 Bft)","Max. 07:408,5 km/h (2 Bft)",O-NO,"2,75 h","Max. 14:402,67 h","0,737 mm","Max. 13:000,102 mm","0,4 UV-I","Max. 11:450,5 UV-I",121 W/m²,Max. 12:20303 W/m²,"-6,9 °C","Max. 02:35-6,2 °C","Min. 21:45-7,7 °C","-1,7 °C","Max. 13:201,0 °C","Min. 07:40-4,0 °C","10,2 km/h (2 Bft)","Max. 07:4024,1 km/h (4 Bft)"
18,19.01.2017,"-2,9 °C","Min. 08:30-6,0 °C","Max. 14:002,3 °C",71 %,Min. 14:0051 %,Max. 23:5582 %,"1035,2 hPa","Min. 16:001034,1 hPa","Max. 10:301036,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,5 km/h (1 Bft)","Max. 00:003,2 km/h (1 Bft)",O,"5,00 h","Max. 15:004,50 h","0,432 mm","Max. 13:000,102 mm","0,6 UV-I","Max. 12:300,6 UV-I",155 W/m²,Max. 13:00311 W/m²,"-7,5 °C","Max. 16:30-5,6 °C","Min. 09:00-8,8 °C","-2,9 °C","Max. 14:002,3 °C","Min. 09:00-5,8 °C","7,4 km/h (2 Bft)","Max. 01:3014,5 km/h (3 Bft)"
19,20.01.2017,"-2,9 °C","Min. 07:45-6,9 °C","Max. 14:302,8 °C",68 %,Min. 14:4545 %,Max. 07:5085 %,"1033,0 hPa","Min. 17:551031,5 hPa","Max. 09:051034,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,9 km/h (0 Bft)","Max. 07:102,8 km/h (1 Bft)",O,"3,08 h","Max. 14:253,00 h","0,508 mm","Max. 13:050,127 mm","0,5 UV-I","Max. 12:100,6 UV-I",122 W/m²,Max. 12:35320 W/m²,"-8,2 °C","Max. 11:50-6,0 °C","Min. 18:55-10,2 °C","-2,9 °C","Max. 14:352,8 °C","Min. 07:45-6,9 °C","3,2 km/h (1 Bft)","Max. 02:209,7 km/h (2 Bft)"
20,21.01.2017,"-3,2 °C","Min. 08:30-7,1 °C","Max. 13:302,1 °C",71 %,Min. 13:5054 %,Max. 23:1084 %,"1029,9 hPa","Min. 15:451028,4 hPa","Max. 00:301031,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 12:153,0 km/h (1 Bft)",NW,"3,08 h","Max. 14:303,00 h","0,406 mm","Max. 13:050,102 mm","0,5 UV-I","Max. 12:200,6 UV-I",119 W/m²,Max. 12:20304 W/m²,"-7,7 °C","Max. 16:20-5,7 °C","Min. 08:40-10,2 °C","-3,2 °C","Max. 13:502,1 °C","Min. 08:30-7,1 °C","2,9 km/h (1 Bft)","Max. 00:109,7 km/h (2 Bft)"
21,22.01.2017,"-4,9 °C","Min. 08:00-8,9 °C","Max. 14:15-0,1 °C",84 %,Min. 14:2569 %,Max. 05:3091 %,"1026,3 hPa","Min. 17:051024,4 hPa","Max. 00:001028,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,4 km/h (0 Bft)","Max. 13:503,1 km/h (1 Bft)",N-NW,"2,75 h","Max. 14:302,67 h","0,330 mm","Max. 13:050,076 mm","0,5 UV-I","Max. 12:300,6 UV-I",115 W/m²,Max. 12:45280 W/m²,"-7,2 °C","Max. 14:05-4,7 °C","Min. 07:50-10,3 °C","-4,9 °C","Max. 14:10-0,2 °C","Min. 08:00-8,9 °C","1,5 km/h (1 Bft)","Max. 14:458,0 km/h (2 Bft)"
22,23.01.2017,"-7,7 °C","Min. 08:30-10,9 °C","Max. 15:30-5,5 °C",91 %,Min. 00:0090 %,Max. 23:5594 %,"1026,5 hPa","Min. 01:451025,9 hPa","Max. 10:401027,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,7 km/h (0 Bft)","Max. 11:173,2 km/h (1 Bft)",SW,"1,00 h","Max. 14:000,50 h","0,152 mm","Max. 11:000,025 mm","0,0 UV-I","Max. 00:000,0 UV-I",95 W/m²,Max. 12:30214 W/m²,"-8,9 °C","Max. 23:55-6,4 °C","Min. 08:15-12,0 °C","-7,7 °C","Max. 15:30-5,5 °C","Min. 08:15-10,8 °C","3,1 km/h (1 Bft)","Max. 10:008,0 km/h (2 Bft)"
23,24.01.2017,"-3,7 °C","Min. 00:00-5,6 °C","Max. 13:35-2,5 °C",88 %,Min. 19:2080 %,Max. 00:0094 %,"1028,4 hPa","Min. 03:551026,5 hPa","Max. 23:401030,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,3 km/h (1 Bft)","Max. 17:406,5 km/h (2 Bft)",SW,"0,00 h","Max. 00:000,00 h","0,127 mm","Max. 12:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",38 W/m²,Max. 11:2096 W/m²,"-5,5 °C","Max. 16:10-4,3 °C","Min. 23:55-7,2 °C","-3,8 °C","Max. 13:05-2,6 °C","Min. 00:00-5,6 °C","4,4 km/h (1 Bft)","Max. 18:5016,1 km/h (3 Bft)"
24,25.01.2017,"-3,7 °C","Min. 00:50-5,3 °C","Max. 23:15-2,2 °C",79 %,Min. 14:4573 %,Max. 03:5583 %,"1030,3 hPa","Min. 23:501029,2 hPa","Max. 10:401031,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,7 km/h (1 Bft)","Max. 14:406,9 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,152 mm","Max. 12:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",44 W/m²,Max. 14:5081 W/m²,"-6,9 °C","Max. 20:55-5,6 °C","Min. 00:50-8,0 °C","-3,7 °C","Max. 23:15-2,2 °C","Min. 00:40-5,4 °C","9,1 km/h (2 Bft)","Max. 05:2520,9 km/h (4 Bft)"
25,26.01.2017,"-0,4 °C","Min. 00:00-2,2 °C","Max. 14:201,7 °C",72 %,Min. 14:2066 %,Max. 07:5577 %,"1025,6 hPa","Min. 23:551021,6 hPa","Max. 00:001029,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,5 km/h (1 Bft)","Max. 04:357,1 km/h (2 Bft)",SO,"0,58 h","Max. 14:300,50 h","0,635 mm","Max. 14:050,076 mm","0,5 UV-I","Max. 13:300,6 UV-I",78 W/m²,Max. 13:50241 W/m²,"-4,9 °C","Max. 13:50-3,7 °C","Min. 23:40-5,9 °C","-0,4 °C","Max. 14:201,7 °C","Min. 04:35-2,4 °C","11,3 km/h (2 Bft)","Max. 03:2025,7 km/h (4 Bft)"
26,27.01.2017,"-1,6 °C","Min. 08:50-5,3 °C","Max. 14:553,8 °C",76 %,Min. 13:5560 %,Max. 10:0088 %,"1021,3 hPa","Min. 23:301019,9 hPa","Max. 11:151023,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,9 km/h (0 Bft)","Max. 00:005,1 km/h (1 Bft)",N-NW,"2,67 h","Max. 14:452,58 h","0,483 mm","Max. 13:000,102 mm","0,6 UV-I","Max. 12:500,8 UV-I",128 W/m²,Max. 12:50343 W/m²,"-5,3 °C","Max. 14:45-3,1 °C","Min. 08:55-7,4 °C","-1,6 °C","Max. 15:003,8 °C","Min. 08:55-5,3 °C","3,2 km/h (1 Bft)","Max. 00:0014,5 km/h (3 Bft)"
27,28.01.2017,"-1,9 °C","Min. 08:30-6,7 °C","Max. 15:304,8 °C",78 %,Min. 15:0053 %,Max. 10:0093 %,"1020,5 hPa","Min. 15:301019,5 hPa","Max. 23:301022,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,4 km/h (0 Bft)","Max. 14:303,2 km/h (1 Bft)",O-NO,"4,00 h","Max. 17:003,50 h","0,506 mm","Max. 13:000,102 mm","0,7 UV-I","Max. 12:000,7 UV-I",150 W/m²,Max. 12:30376 W/m²,"-5,5 °C","Max. 13:00-3,1 °C","Min. 08:30-8,1 °C","-1,9 °C","Max. 15:004,7 °C","Min. 08:30-6,7 °C","3,1 km/h (1 Bft)","Max. 14:008,0 km/h (2 Bft)"
28,29.01.2017,"1,7 °C","Min. 04:00-3,7 °C","Max. 14:007,5 °C",79 %,Min. 12:0064 %,Max. 23:5089 %,"1022,2 hPa","Min. 23:551020,4 hPa","Max. 10:301023,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,9 km/h (0 Bft)","Max. 12:303,2 km/h (1 Bft)",O-NO,"3,50 h","Max. 17:003,00 h","0,483 mm","Max. 13:000,127 mm","0,7 UV-I","Max. 12:000,8 UV-I",144 W/m²,Max. 12:00320 W/m²,"-1,7 °C","Max. 16:002,0 °C","Min. 00:00-5,8 °C","1,7 °C","Max. 14:007,1 °C","Min. 04:00-3,7 °C","4,9 km/h (1 Bft)","Max. 12:3011,3 km/h (2 Bft)"
29,30.01.2017,"4,2 °C","Min. 02:30-0,6 °C","Max. 11:056,8 °C",91 %,Min. 11:2083 %,Max. 20:3096 %,"1015,2 hPa","Min. 15:401012,5 hPa","Max. 00:001020,4 hPa","4,2 l/m²","Max. 05:500,2 l/m²","2,2 km/h (1 Bft)","Max. 11:007,3 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,127 mm","Max. 12:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",35 W/m²,Max. 10:3591 W/m²,"2,9 °C","Max. 22:305,3 °C","Min. 01:20-1,8 °C","4,2 °C","Max. 11:056,8 °C","Min. 02:30-0,6 °C","6,2 km/h (2 Bft)","Max. 11:0022,5 km/h (4 Bft)"
30,31.01.2017,"4,4 °C","Min. 23:253,1 °C","Max. 12:456,2 °C",88 %,Min. 18:2579 %,Max. 02:4097 %,"1015,3 hPa","Min. 00:301012,4 hPa","Max. 23:551018,5 hPa","1,0 l/m²","Max. 03:200,2 l/m²","1,5 km/h (1 Bft)","Max. 14:104,9 km/h (1 Bft)",NW,"0,58 h","Max. 13:300,50 h","0,356 mm","Max. 13:000,101 mm","0,6 UV-I","Max. 12:350,9 UV-I",94 W/m²,Max. 12:45458 W/m²,"2,6 °C","Max. 03:205,4 °C","Min. 18:500,3 °C","4,4 °C","Max. 12:456,2 °C","Min. 23:253,1 °C","4,9 km/h (1 Bft)","Max. 11:4016,1 km/h (3 Bft)"
31,01.02.2017,"4,0 °C","Min. 02:451,0 °C","Max. 13:407,3 °C",83 %,Min. 13:3074 %,Max. 23:4591 %,"1016,9 hPa","Min. 23:351014,1 hPa","Max. 00:201018,9 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,1 km/h (1 Bft)","Max. 04:556,1 km/h (2 Bft)",W-NW,"0,00 h","Max. 00:000,00 h","0,305 mm","Max. 12:000,076 mm","0,5 UV-I","Max. 11:350,7 UV-I",78 W/m²,Max. 11:40212 W/m²,"1,3 °C","Max. 18:453,6 °C","Min. 04:20-1,1 °C","4,0 °C","Max. 13:407,3 °C","Min. 02:451,1 °C","4,1 km/h (1 Bft)","Max. 04:5516,1 km/h (3 Bft)"
32,02.02.2017,"7,4 °C","Min. 05:502,8 °C","Max. 19:1012,3 °C",85 %,Min. 18:5571 %,Max. 05:5595 %,"1010,6 hPa","Min. 23:251006,3 hPa","Max. 00:201015,0 hPa","0,2 l/m²","Max. 00:450,2 l/m²","1,0 km/h (0 Bft)","Max. 18:456,7 km/h (2 Bft)",W,"0,67 h","Max. 13:200,58 h","0,559 mm","Max. 13:000,102 mm","0,6 UV-I","Max. 12:100,8 UV-I",104 W/m²,Max. 12:30333 W/m²,"5,0 °C","Max. 15:107,7 °C","Min. 05:501,9 °C","7,4 °C","Max. 19:0012,2 °C","Min. 05:502,8 °C","3,8 km/h (1 Bft)","Max. 18:3025,7 km/h (4 Bft)"
33,03.02.2017,"8,8 °C","Min. 19:255,9 °C","Max. 14:4511,1 °C",84 %,Min. 14:1077 %,Max. 09:2093 %,"1006,1 hPa","Min. 21:051004,4 hPa","Max. 10:551007,6 hPa","0,2 l/m²","Max. 08:350,2 l/m²","2,4 km/h (1 Bft)","Max. 20:407,7 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,559 mm","Max. 14:000,077 mm","0,5 UV-I","Max. 12:250,7 UV-I",81 W/m²,Max. 13:05200 W/m²,"6,2 °C","Max. 12:458,0 °C","Min. 18:554,6 °C","8,7 °C","Max. 14:4511,1 °C","Min. 19:106,0 °C","7,0 km/h (2 Bft)","Max. 20:5525,7 km/h (4 Bft)"
34,04.02.2017,"6,6 °C","Min. 06:153,2 °C","Max. 16:059,0 °C",81 %,Min. 13:3569 %,Max. 20:1093 %,"1001,7 hPa","Min. 15:50997,2 hPa","Max. 02:451006,0 hPa","3,8 l/m²","Max. 17:050,2 l/m²","4,4 km/h (1 Bft)","Max. 15:3011,9 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,533 mm","Max. 12:000,076 mm","0,3 UV-I","Max. 12:000,5 UV-I",68 W/m²,Max. 12:35142 W/m²,"3,5 °C","Max. 19:205,6 °C","Min. 06:151,4 °C","6,3 °C","Max. 16:008,9 °C","Min. 20:453,0 °C","12,4 km/h (2 Bft)","Max. 10:0032,2 km/h (5 Bft)"
35,05.02.2017,"5,8 °C","Min. 07:101,6 °C","Max. 13:108,8 °C",83 %,Min. 13:0064 %,Max. 07:0095 %,"1003,2 hPa","Min. 12:501000,9 hPa","Max. 23:501005,5 hPa","0,2 l/m²","Max. 05:300,2 l/m²","1,7 km/h (1 Bft)","Max. 12:207,8 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,432 mm","Max. 13:000,077 mm","0,5 UV-I","Max. 11:550,6 UV-I",88 W/m²,Max. 13:45182 W/m²,"3,0 °C","Max. 20:054,5 °C","Min. 07:050,8 °C","5,8 °C","Max. 13:108,8 °C","Min. 07:051,7 °C","5,5 km/h (2 Bft)","Max. 11:3020,9 km/h (4 Bft)"
