,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
10,11.01.2018,"7,2 °C","Min. 08:204,9 °C","Max. 13:209,8 °C",88 %,Min. 14:0081 %,Max. 09:1093 %,"1015,0 hPa","Min. 00:351011,1 hPa","Max. 23:351020,6 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,4 km/h (0 Bft)","Max. 14:103,5 km/h (1 Bft)",N,"1,25 h","Max. 16:351,17 h","0,330 mm","Max. 13:000,101 mm","0,0 UV-I","Max. 00:000,0 UV-I",88 W/m²,Max. 12:00303 W/m²,"5,3 °C","Max. 13:107,4 °C","Min. 08:053,5 °C","7,2 °C","Max. 13:259,8 °C","Min. 08:055,0 °C","1,7 km/h (1 Bft)","Max. 15:559,7 km/h (2 Bft)"
11,12.01.2018,"5,6 °C","Min. 23:304,7 °C","Max. 14:356,9 °C",87 %,Min. 21:5081 %,Max. 08:0591 %,"1024,1 hPa","Min. 00:001020,7 hPa","Max. 22:451026,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,3 km/h (1 Bft)","Max. 18:355,5 km/h (2 Bft)",N,"0,00 h","Max. 00:000,00 h","0,254 mm","Max. 11:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",47 W/m²,Max. 14:20108 W/m²,"3,6 °C","Max. 14:354,7 °C","Min. 23:351,9 °C","5,6 °C","Max. 14:356,9 °C","Min. 23:354,7 °C","4,5 km/h (1 Bft)","Max. 18:3516,1 km/h (3 Bft)"
12,13.01.2018,"5,5 °C","Min. 06:504,4 °C","Max. 12:106,8 °C",77 %,Min. 11:4572 %,Max. 00:1583 %,"1023,8 hPa","Min. 23:451021,1 hPa","Max. 00:151026,4 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,9 km/h (1 Bft)","Max. 22:207,4 km/h (2 Bft)",N,"0,00 h","Max. 00:000,00 h","0,483 mm","Max. 11:000,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",47 W/m²,Max. 11:10105 W/m²,"1,8 °C","Max. 12:302,3 °C","Min. 23:101,4 °C","5,5 °C","Max. 12:256,8 °C","Min. 06:504,4 °C","8,5 km/h (2 Bft)","Max. 08:1519,3 km/h (3 Bft)"
13,14.01.2018,"3,6 °C","Min. 20:302,1 °C","Max. 00:005,4 °C",77 %,Min. 13:3569 %,Max. 06:3083 %,"1021,3 hPa","Min. 03:101020,7 hPa","Max. 11:051022,3 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,3 km/h (1 Bft)","Max. 02:556,9 km/h (2 Bft)",O,"0,58 h","Max. 13:350,50 h","0,660 mm","Max. 13:050,076 mm","0,0 UV-I","Max. 00:000,0 UV-I",68 W/m²,Max. 13:10275 W/m²,"-0,0 °C","Max. 01:051,7 °C","Min. 23:45-1,4 °C","3,6 °C","Max. 00:005,4 °C","Min. 20:352,1 °C","10,7 km/h (2 Bft)","Max. 07:0022,5 km/h (4 Bft)"
14,15.01.2018,"3,5 °C","Min. 08:15-0,1 °C","Max. 17:106,8 °C",83 %,Min. 14:0572 %,Max. 21:1593 %,"1013,1 hPa","Min. 23:501000,2 hPa","Max. 00:151021,2 hPa","4,0 l/m²","Max. 18:550,2 l/m²","3,1 km/h (1 Bft)","Max. 22:5010,3 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,330 mm","Max. 02:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",36 W/m²,Max. 12:35112 W/m²,"0,9 °C","Max. 23:055,0 °C","Min. 04:10-1,8 °C","3,3 °C","Max. 17:156,8 °C","Min. 08:100,0 °C","9,0 km/h (2 Bft)","Max. 22:2527,4 km/h (5 Bft)"
15,16.01.2018,"6,3 °C","Min. 23:504,0 °C","Max. 12:158,1 °C",88 %,Min. 14:3076 %,Max. 05:4595 %,"997,6 hPa","Min. 12:30995,9 hPa","Max. 00:201000,5 hPa","6,6 l/m²","Max. 04:450,6 l/m²","3,9 km/h (1 Bft)","Max. 12:2012,3 km/h (2 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,305 mm","Max. 14:050,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",46 W/m²,Max. 12:00143 W/m²,"4,4 °C","Max. 12:106,6 °C","Min. 21:001,7 °C","6,2 °C","Max. 12:057,9 °C","Min. 12:203,4 °C","12,0 km/h (2 Bft)","Max. 12:1537,0 km/h (5 Bft)"
16,17.01.2018,"3,9 °C","Min. 08:102,1 °C","Max. 13:305,7 °C",82 %,Min. 13:3065 %,Max. 05:0094 %,"1003,7 hPa","Min. 04:05995,6 hPa","Max. 23:501012,2 hPa","1,8 l/m²","Max. 02:150,2 l/m²","3,1 km/h (1 Bft)","Max. 09:1010,1 km/h (2 Bft)",N,"1,25 h","Max. 16:401,17 h","0,508 mm","Max. 12:050,076 mm","0,2 UV-I","Max. 12:400,3 UV-I",87 W/m²,Max. 11:40371 W/m²,"1,0 °C","Max. 02:102,9 °C","Min. 13:30-0,4 °C","3,9 °C","Max. 14:105,7 °C","Min. 09:10-0,3 °C","10,6 km/h (2 Bft)","Max. 14:1529,0 km/h (5 Bft)"
17,18.01.2018,"5,8 °C","Min. 02:053,1 °C","Max. 13:159,3 °C",86 %,Min. 16:3565 %,Max. 07:1594 %,"1004,3 hPa","Min. 12:251000,1 hPa","Max. 00:001012,2 hPa","2,0 l/m²","Max. 05:300,2 l/m²","4,6 km/h (1 Bft)","Max. 12:1012,2 km/h (2 Bft)",N,"0,08 h","Max. 00:000,00 h","0,305 mm","Max. 13:000,051 mm","0,2 UV-I","Max. 12:150,2 UV-I",44 W/m²,Max. 13:00241 W/m²,"3,6 °C","Max. 15:356,9 °C","Min. 00:201,3 °C","5,4 °C","Max. 15:359,3 °C","Min. 08:000,7 °C","12,4 km/h (2 Bft)","Max. 11:5540,2 km/h (6 Bft)"
18,19.01.2018,"4,6 °C","Min. 23:202,5 °C","Max. 13:507,3 °C",85 %,Min. 13:4071 %,Max. 20:4593 %,"1009,4 hPa","Min. 00:151003,0 hPa","Max. 23:251013,0 hPa","1,2 l/m²","Max. 00:250,2 l/m²","1,7 km/h (1 Bft)","Max. 01:156,4 km/h (2 Bft)",N,"1,33 h","Max. 13:551,25 h","0,356 mm","Max. 14:050,102 mm","0,3 UV-I","Max. 12:100,5 UV-I",94 W/m²,Max. 12:10365 W/m²,"2,3 °C","Max. 00:355,0 °C","Min. 11:101,3 °C","4,6 °C","Max. 13:507,3 °C","Min. 23:102,6 °C","6,0 km/h (2 Bft)","Max. 01:1519,3 km/h (3 Bft)"
19,20.01.2018,"3,0 °C","Min. 04:502,1 °C","Max. 13:254,2 °C",93 %,Min. 03:0091 %,Max. 07:0095 %,"1006,1 hPa","Min. 19:10998,4 hPa","Max. 00:301013,1 hPa","8,0 l/m²","Max. 18:300,4 l/m²","2,0 km/h (1 Bft)","Max. 16:357,6 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,152 mm","Max. 10:050,025 mm","0,0 UV-I","Max. 00:000,0 UV-I",32 W/m²,Max. 10:1076 W/m²,"2,0 °C","Max. 13:253,3 °C","Min. 04:500,9 °C","2,9 °C","Max. 13:254,2 °C","Min. 04:502,1 °C","6,6 km/h (2 Bft)","Max. 04:1517,7 km/h (3 Bft)"
20,21.01.2018,"3,0 °C","Min. 20:301,5 °C","Max. 15:504,7 °C",87 %,Min. 14:5577 %,Max. 00:0595 %,"1013,0 hPa","Min. 00:001000,7 hPa","Max. 18:001018,4 hPa","0,4 l/m²","Max. 00:450,2 l/m²","1,3 km/h (1 Bft)","Max. 08:506,0 km/h (2 Bft)",W-NW,"0,00 h","Max. 00:000,00 h","0,228 mm","Max. 12:000,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",55 W/m²,Max. 11:35145 W/m²,"1,0 °C","Max. 11:352,1 °C","Min. 20:30-0,6 °C","3,0 °C","Max. 15:504,7 °C","Min. 20:301,5 °C","5,4 km/h (2 Bft)","Max. 08:2516,1 km/h (3 Bft)"
21,22.01.2018,"5,1 °C","Min. 02:001,5 °C","Max. 14:308,7 °C",94 %,Min. 00:0077 %,Max. 12:3097 %,"1010,9 hPa","Min. 14:301007,7 hPa","Max. 23:301017,9 hPa","5,6 l/m²","Max. 01:300,6 l/m²","1,0 km/h (0 Bft)","Max. 02:306,4 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,176 mm","Max. 14:000,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",55 W/m²,Max. 13:30167 W/m²,"4,2 °C","Max. 14:308,1 °C","Min. 00:00-0,3 °C","5,1 °C","Max. 14:308,7 °C","Min. 02:001,5 °C","6,8 km/h (2 Bft)","Max. 03:0022,5 km/h (4 Bft)"
22,23.01.2018,"6,8 °C","Min. 00:305,3 °C","Max. 14:308,4 °C",89 %,Min. 22:3080 %,Max. 00:0096 %,"1023,9 hPa","Min. 00:001018,6 hPa","Max. 11:301026,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,2 km/h (1 Bft)","Max. 12:003,2 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,328 mm","Max. 12:000,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",68 W/m²,Max. 14:00142 W/m²,"5,0 °C","Max. 12:306,0 °C","Min. 06:304,3 °C","6,8 °C","Max. 14:308,4 °C","Min. 00:305,3 °C","6,6 km/h (2 Bft)","Max. 11:0012,9 km/h (3 Bft)"
23,24.01.2018,"9,9 °C","Min. 00:007,8 °C","Max. 13:0012,9 °C",82 %,Min. 13:1575 %,Max. 07:0088 %,"1021,0 hPa","Min. 20:301016,5 hPa","Max. 00:001024,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,8 km/h (1 Bft)","Max. 13:257,9 km/h (2 Bft)",SO,"0,75 h","Max. 12:500,67 h","0,660 mm","Max. 13:000,127 mm","0,5 UV-I","Max. 12:100,7 UV-I",88 W/m²,Max. 12:50336 W/m²,"6,9 °C","Max. 12:309,0 °C","Min. 00:004,4 °C","9,9 °C","Max. 13:0512,9 °C","Min. 00:007,8 °C","7,3 km/h (2 Bft)","Max. 13:2519,3 km/h (3 Bft)"
24,25.01.2018,"10,9 °C","Min. 00:309,2 °C","Max. 16:0012,1 °C",75 %,Min. 07:1571 %,Max. 11:4581 %,"1014,3 hPa","Min. 22:201011,7 hPa","Max. 00:201016,9 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,9 km/h (0 Bft)","Max. 11:004,8 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,559 mm","Max. 13:000,051 mm","0,3 UV-I","Max. 13:000,5 UV-I",52 W/m²,Max. 13:00182 W/m²,"6,6 °C","Max. 12:558,1 °C","Min. 03:505,9 °C","10,9 °C","Max. 16:0012,1 °C","Min. 00:309,2 °C","3,8 km/h (1 Bft)","Max. 07:4016,1 km/h (3 Bft)"
25,26.01.2018,"7,7 °C","Min. 08:356,5 °C","Max. 00:0010,8 °C",93 %,Min. 00:0074 %,Max. 08:1595 %,"1017,5 hPa","Min. 00:051012,0 hPa","Max. 23:501024,7 hPa","5,4 l/m²","Max. 01:200,2 l/m²","0,3 km/h (0 Bft)","Max. 01:354,4 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,229 mm","Max. 13:000,051 mm","0,0 UV-I","Max. 00:000,0 UV-I",56 W/m²,Max. 13:10120 W/m²,"6,5 °C","Max. 01:257,5 °C","Min. 08:405,6 °C","7,7 °C","Max. 00:0010,8 °C","Min. 08:406,5 °C","1,4 km/h (1 Bft)","Max. 01:3516,1 km/h (3 Bft)"
26,27.01.2018,"5,3 °C","Min. 09:054,3 °C","Max. 00:006,6 °C",95 %,Min. 19:1093 %,Max. 05:1596 %,"1030,3 hPa","Min. 00:001024,7 hPa","Max. 21:201033,5 hPa","0,2 l/m²","Max. 01:250,2 l/m²","0,5 km/h (0 Bft)","Max. 22:304,3 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,152 mm","Max. 10:000,025 mm","0,0 UV-I","Max. 00:000,0 UV-I",46 W/m²,Max. 13:10103 W/m²,"4,5 °C","Max. 00:005,9 °C","Min. 09:053,7 °C","5,3 °C","Max. 00:006,6 °C","Min. 09:054,3 °C","2,5 km/h (1 Bft)","Max. 22:2512,9 km/h (3 Bft)"
27,28.01.2018,"7,3 °C","Min. 01:055,6 °C","Max. 13:408,4 °C",89 %,Min. 06:2085 %,Max. 00:0094 %,"1034,0 hPa","Min. 04:101032,6 hPa","Max. 11:251035,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,8 km/h (1 Bft)","Max. 13:106,7 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,203 mm","Max. 13:050,051 mm","0,5 UV-I","Max. 12:500,6 UV-I",51 W/m²,Max. 12:50182 W/m²,"5,6 °C","Max. 15:206,5 °C","Min. 06:204,4 °C","7,3 °C","Max. 13:408,4 °C","Min. 01:105,6 °C","8,7 km/h (2 Bft)","Max. 15:4524,1 km/h (4 Bft)"
28,29.01.2018,"8,7 °C","Min. 05:507,7 °C","Max. 21:109,8 °C",87 %,Min. 21:3579 %,Max. 05:1591 %,"1030,1 hPa","Min. 18:301026,7 hPa","Max. 00:001034,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,4 km/h (1 Bft)","Max. 20:206,6 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,305 mm","Max. 13:000,026 mm","0,0 UV-I","Max. 00:000,0 UV-I",37 W/m²,Max. 13:4599 W/m²,"6,6 °C","Max. 15:107,2 °C","Min. 03:156,1 °C","8,7 °C","Max. 21:509,8 °C","Min. 05:507,7 °C","10,6 km/h (2 Bft)","Max. 22:4522,5 km/h (4 Bft)"
29,30.01.2018,"7,2 °C","Min. 08:453,2 °C","Max. 15:459,2 °C",88 %,Min. 14:5079 %,Max. 10:4595 %,"1028,1 hPa","Min. 23:401023,4 hPa","Max. 10:051030,8 hPa","1,0 l/m²","Max. 02:000,2 l/m²","0,6 km/h (0 Bft)","Max. 04:004,6 km/h (1 Bft)",NW,"0,08 h","Max. 00:000,00 h","0,356 mm","Max. 12:000,076 mm","0,5 UV-I","Max. 11:400,6 UV-I",87 W/m²,Max. 11:40353 W/m²,"5,3 °C","Max. 02:507,4 °C","Min. 08:451,9 °C","7,2 °C","Max. 15:459,2 °C","Min. 08:453,2 °C","2,6 km/h (1 Bft)","Max. 01:5017,7 km/h (3 Bft)"
30,31.01.2018,"8,0 °C","Min. 23:556,0 °C","Max. 13:109,8 °C",88 %,Min. 14:4578 %,Max. 18:4094 %,"1012,5 hPa","Min. 23:251002,3 hPa","Max. 00:051023,5 hPa","5,0 l/m²","Max. 17:100,4 l/m²","3,9 km/h (1 Bft)","Max. 21:209,7 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,330 mm","Max. 13:050,076 mm","0,4 UV-I","Max. 13:100,6 UV-I",59 W/m²,Max. 13:10202 W/m²,"6,1 °C","Max. 13:056,8 °C","Min. 23:555,0 °C","8,0 °C","Max. 13:209,8 °C","Min. 21:204,4 °C","11,0 km/h (2 Bft)","Max. 13:3524,1 km/h (4 Bft)"
31,01.02.2018,"4,4 °C","Min. 23:551,8 °C","Max. 13:006,7 °C",89 %,Min. 15:2573 %,Max. 05:2595 %,"1003,2 hPa","Min. 07:051001,9 hPa","Max. 23:451005,8 hPa","2,0 l/m²","Max. 00:050,2 l/m²","1,6 km/h (1 Bft)","Max. 13:006,4 km/h (2 Bft)",S,"1,17 h","Max. 14:501,08 h","0,432 mm","Max. 13:000,152 mm","0,5 UV-I","Max. 12:450,7 UV-I",111 W/m²,Max. 12:45551 W/m²,"2,7 °C","Max. 00:055,0 °C","Min. 23:550,3 °C","4,4 °C","Max. 13:006,6 °C","Min. 23:551,8 °C","5,3 km/h (1 Bft)","Max. 13:1020,9 km/h (4 Bft)"
32,02.02.2018,"2,9 °C","Min. 01:301,1 °C","Max. 14:354,4 °C",89 %,Min. 14:5082 %,Max. 01:5593 %,"1006,3 hPa","Min. 00:201005,7 hPa","Max. 22:001007,8 hPa","0,2 l/m²","Max. 16:500,2 l/m²","2,4 km/h (1 Bft)","Max. 09:556,3 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,178 mm","Max. 11:000,026 mm","0,1 UV-I","Max. 13:000,1 UV-I",42 W/m²,Max. 13:00152 W/m²,"1,2 °C","Max. 15:202,1 °C","Min. 05:40-0,1 °C","2,9 °C","Max. 14:404,4 °C","Min. 01:301,1 °C","7,7 km/h (2 Bft)","Max. 14:3524,1 km/h (4 Bft)"
33,03.02.2018,"2,6 °C","Min. 16:401,8 °C","Max. 14:354,5 °C",91 %,Min. 14:5083 %,Max. 12:1594 %,"1007,0 hPa","Min. 14:551005,6 hPa","Max. 23:551008,8 hPa","2,6 l/m²","Max. 10:350,4 l/m²","0,2 km/h (0 Bft)","Max. 15:303,3 km/h (1 Bft)",SO,"0,25 h","Max. 14:200,17 h","0,178 mm","Max. 13:050,051 mm","0,5 UV-I","Max. 12:050,5 UV-I",64 W/m²,Max. 14:15269 W/m²,"1,2 °C","Max. 14:202,3 °C","Min. 16:400,5 °C","2,6 °C","Max. 14:354,5 °C","Min. 16:401,8 °C","1,0 km/h (0 Bft)","Max. 15:2511,3 km/h (2 Bft)"
34,04.02.2018,"1,1 °C","Min. 20:050,2 °C","Max. 00:001,9 °C",92 %,Min. 16:3084 %,Max. 04:0095 %,"1015,1 hPa","Min. 00:001008,8 hPa","Max. 23:451020,8 hPa","3,8 l/m²","Max. 01:200,2 l/m²","1,3 km/h (1 Bft)","Max. 15:205,3 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,178 mm","Max. 13:000,051 mm","0,4 UV-I","Max. 12:300,6 UV-I",52 W/m²,Max. 12:30204 W/m²,"-0,1 °C","Max. 00:000,9 °C","Min. 17:30-1,3 °C","1,1 °C","Max. 00:001,9 °C","Min. 20:100,2 °C","5,1 km/h (1 Bft)","Max. 12:3520,9 km/h (4 Bft)"
35,05.02.2018,"1,7 °C","Min. 07:250,1 °C","Max. 14:405,3 °C",79 %,Min. 13:3560 %,Max. 00:0093 %,"1021,5 hPa","Min. 23:401018,9 hPa","Max. 09:001023,6 hPa","1,8 l/m²","Max. 01:100,2 l/m²","2,6 km/h (1 Bft)","Max. 15:209,6 km/h (2 Bft)",NW,"3,17 h","Max. 14:503,08 h","0,787 mm","Max. 13:050,152 mm","0,6 UV-I","Max. 12:450,8 UV-I",147 W/m²,Max. 13:10423 W/m²,"-1,7 °C","Max. 01:30-0,1 °C","Min. 23:40-3,9 °C","1,7 °C","Max. 14:405,3 °C","Min. 07:300,1 °C","7,9 km/h (2 Bft)","Max. 13:3522,5 km/h (4 Bft)"
36,06.02.2018,"1,3 °C","Min. 23:55-0,9 °C","Max. 15:004,2 °C",74 %,Min. 14:1566 %,Max. 23:3585 %,"1013,0 hPa","Min. 21:151009,8 hPa","Max. 00:001019,0 hPa","0,2 l/m²","Max. 09:000,2 l/m²","2,5 km/h (1 Bft)","Max. 09:008,5 km/h (2 Bft)",O-NO,"1,17 h","Max. 14:501,08 h","0,660 mm","Max. 14:000,102 mm","0,5 UV-I","Max. 13:250,7 UV-I",113 W/m²,Max. 13:15336 W/m²,"-2,9 °C","Max. 14:55-1,3 °C","Min. 05:25-4,1 °C","1,3 °C","Max. 15:004,2 °C","Min. 09:00-1,8 °C","8,0 km/h (2 Bft)","Max. 00:3024,1 km/h (4 Bft)"
