,Datum,Temp. A.,Temp. A..1,Temp. A..2,Feuchte A.,Feuchte A..1,Feuchte A..2,Luftdruck,Luftdruck.1,Luftdruck.2,Regen,Regen.1,Wind,Wind.1,Richtung,Sonnenschein,Sonnenschein.1,ET,ET.1,UV,UV.1,Solar,Solar.1,Taupunkt,Taupunkt.1,Taupunkt.2,Windchill,Windchill.1,Windchill.2,Windböen,Windböen.1
10,11.01.2011,"4,9 °C","Min. 02:052,4 °C","Max. 13:107,9 °C",87 %,Min. 13:1573 %,Max. 19:3094 %,"1011,9 hPa","Min. 14:201007,5 hPa","Max. 00:001017,6 hPa","0,8 l/m²","Max. 17:050,2 l/m²","2,2 km/h (1 Bft)","Max. 09:207,3 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,8 °C","Max. 23:505,0 °C","Min. 00:000,4 °C","4,9 °C","Max. 13:107,9 °C","Min. 02:052,4 °C","7,7 km/h (2 Bft)","Max. 13:3024,1 km/h (4 Bft)"
11,12.01.2011,"5,8 °C","Min. 08:405,0 °C","Max. 23:456,9 °C",92 %,Min. 05:5586 %,Max. 03:1095 %,"1017,8 hPa","Min. 00:001013,6 hPa","Max. 10:551021,0 hPa","12,4 l/m²","Max. 20:350,6 l/m²","1,8 km/h (1 Bft)","Max. 22:055,0 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,6 °C","Max. 23:456,2 °C","Min. 06:453,3 °C","5,8 °C","Max. 23:456,9 °C","Min. 08:455,0 °C","6,7 km/h (2 Bft)","Max. 23:2020,9 km/h (4 Bft)"
12,13.01.2011,"10,3 °C","Min. 00:006,9 °C","Max. 19:1011,8 °C",94 %,Min. 17:3093 %,Max. 10:4596 %,"1014,4 hPa","Min. 13:401013,6 hPa","Max. 23:051015,8 hPa","8,4 l/m²","Max. 07:450,4 l/m²","4,2 km/h (1 Bft)","Max. 17:208,6 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"9,5 °C","Max. 18:5510,8 °C","Min. 00:006,2 °C","10,3 °C","Max. 19:1011,8 °C","Min. 00:006,9 °C","13,2 km/h (3 Bft)","Max. 14:5525,7 km/h (4 Bft)"
13,14.01.2011,"11,5 °C","Min. 23:3510,8 °C","Max. 13:3512,8 °C",83 %,Min. 13:5573 %,Max. 00:0093 %,"1017,0 hPa","Min. 00:301015,7 hPa","Max. 10:301018,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","3,0 km/h (1 Bft)","Max. 14:206,3 km/h (2 Bft)",S-SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"8,7 °C","Max. 00:0510,5 °C","Min. 23:556,5 °C","11,5 °C","Max. 13:4012,8 °C","Min. 23:5510,8 °C","10,1 km/h (2 Bft)","Max. 04:4520,9 km/h (4 Bft)"
14,15.01.2011,"9,6 °C","Min. 23:507,7 °C","Max. 13:1011,2 °C",81 %,Min. 15:2574 %,Max. 01:5089 %,"1024,0 hPa","Min. 00:001016,2 hPa","Max. 21:551026,8 hPa","1,0 l/m²","Max. 00:550,2 l/m²","1,5 km/h (1 Bft)","Max. 02:106,4 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,5 °C","Max. 01:507,7 °C","Min. 23:505,2 °C","9,6 °C","Max. 14:0511,2 °C","Min. 23:507,7 °C","6,8 km/h (2 Bft)","Max. 01:5519,3 km/h (3 Bft)"
15,16.01.2011,"7,0 °C","Min. 23:152,7 °C","Max. 14:0012,8 °C",85 %,Min. 14:0067 %,Max. 23:4594 %,"1026,6 hPa","Min. 21:201025,4 hPa","Max. 09:051028,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 10:404,5 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,5 °C","Max. 13:107,0 °C","Min. 23:151,7 °C","7,0 °C","Max. 13:5512,7 °C","Min. 23:152,7 °C","3,6 km/h (1 Bft)","Max. 08:409,7 km/h (2 Bft)"
16,17.01.2011,"6,2 °C","Min. 02:302,6 °C","Max. 14:4510,7 °C",85 %,Min. 13:2567 %,Max. 03:0595 %,"1025,3 hPa","Min. 15:101024,2 hPa","Max. 03:101026,1 hPa","0,2 l/m²","Max. 20:100,2 l/m²","1,0 km/h (0 Bft)","Max. 05:254,8 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,7 °C","Max. 21:456,0 °C","Min. 09:001,4 °C","6,2 °C","Max. 14:4510,7 °C","Min. 02:302,6 °C","4,1 km/h (1 Bft)","Max. 05:3514,5 km/h (3 Bft)"
17,18.01.2011,"8,4 °C","Min. 23:456,7 °C","Max. 13:5512,7 °C",85 %,Min. 14:0070 %,Max. 23:4592 %,"1024,4 hPa","Min. 14:151022,9 hPa","Max. 00:301025,7 hPa","1,8 l/m²","Max. 17:200,2 l/m²","0,9 km/h (0 Bft)","Max. 14:006,0 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"6,1 °C","Max. 13:508,1 °C","Min. 22:405,2 °C","8,4 °C","Max. 13:5012,6 °C","Min. 23:456,7 °C","4,3 km/h (1 Bft)","Max. 14:0019,3 km/h (3 Bft)"
18,19.01.2011,"3,9 °C","Min. 21:152,1 °C","Max. 00:006,7 °C",88 %,Min. 13:0075 %,Max. 00:2093 %,"1027,9 hPa","Min. 00:001024,7 hPa","Max. 10:501029,5 hPa","4,2 l/m²","Max. 00:100,4 l/m²","1,3 km/h (1 Bft)","Max. 02:058,0 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"2,1 °C","Max. 00:205,6 °C","Min. 18:301,0 °C","3,9 °C","Max. 00:006,7 °C","Min. 21:002,2 °C","5,8 km/h (2 Bft)","Max. 01:0522,5 km/h (4 Bft)"
19,20.01.2011,"2,4 °C","Min. 23:550,4 °C","Max. 15:154,0 °C",87 %,Min. 15:3077 %,Max. 01:5094 %,"1027,3 hPa","Min. 06:251025,7 hPa","Max. 23:451030,3 hPa","0,8 l/m²","Max. 00:100,2 l/m²","1,1 km/h (1 Bft)","Max. 21:406,7 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,4 °C","Max. 13:101,6 °C","Min. 23:55-2,1 °C","2,4 °C","Max. 15:154,0 °C","Min. 23:550,4 °C","5,2 km/h (1 Bft)","Max. 21:5022,5 km/h (4 Bft)"
20,21.01.2011,"0,9 °C","Min. 01:10-0,7 °C","Max. 10:552,7 °C",74 %,Min. 13:1061 %,Max. 01:1087 %,"1032,4 hPa","Min. 00:051030,3 hPa","Max. 10:501033,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 12:205,0 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-3,2 °C","Max. 02:25-1,9 °C","Min. 13:10-4,8 °C","0,9 °C","Max. 10:502,6 °C","Min. 01:10-0,7 °C","4,3 km/h (1 Bft)","Max. 11:4011,3 km/h (2 Bft)"
21,22.01.2011,"0,4 °C","Min. 23:55-3,0 °C","Max. 14:003,3 °C",70 %,Min. 14:2052 %,Max. 07:3581 %,"1030,5 hPa","Min. 17:501028,9 hPa","Max. 00:001032,7 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,9 km/h (0 Bft)","Max. 14:155,1 km/h (1 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-4,4 °C","Max. 01:20-2,6 °C","Min. 15:40-6,3 °C","0,4 °C","Max. 14:003,3 °C","Min. 23:55-3,0 °C","4,4 km/h (1 Bft)","Max. 14:2017,7 km/h (3 Bft)"
22,23.01.2011,"-1,6 °C","Min. 04:55-5,1 °C","Max. 15:150,9 °C",81 %,Min. 14:4069 %,Max. 05:5591 %,"1027,0 hPa","Min. 22:251025,7 hPa","Max. 00:001029,0 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,4 km/h (0 Bft)","Max. 23:004,1 km/h (1 Bft)",O,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-4,5 °C","Max. 22:45-2,7 °C","Min. 05:00-6,6 °C","-1,6 °C","Max. 15:200,9 °C","Min. 05:00-5,1 °C","2,3 km/h (1 Bft)","Max. 12:408,0 km/h (2 Bft)"
23,24.01.2011,"1,1 °C","Min. 00:000,2 °C","Max. 14:052,2 °C",85 %,Min. 01:5080 %,Max. 10:0092 %,"1024,2 hPa","Min. 23:501021,3 hPa","Max. 00:001025,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,9 km/h (0 Bft)","Max. 21:353,3 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-1,2 °C","Max. 10:00-0,2 °C","Min. 00:00-2,7 °C","1,1 °C","Max. 14:052,2 °C","Min. 00:000,2 °C","4,1 km/h (1 Bft)","Max. 18:509,7 km/h (2 Bft)"
24,25.01.2011,"1,9 °C","Min. 02:300,8 °C","Max. 11:302,8 °C",92 %,Min. 00:0088 %,Max. 04:4594 %,"1014,8 hPa","Min. 23:151010,2 hPa","Max. 00:001021,3 hPa","5,8 l/m²","Max. 20:150,4 l/m²","2,1 km/h (1 Bft)","Max. 16:106,9 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"0,7 °C","Max. 10:551,6 °C","Min. 00:00-0,5 °C","1,9 °C","Max. 11:302,8 °C","Min. 02:300,8 °C","7,9 km/h (2 Bft)","Max. 17:0525,7 km/h (4 Bft)"
25,26.01.2011,"2,3 °C","Min. 02:001,8 °C","Max. 16:002,9 °C",93 %,Min. 22:1083 %,Max. 02:0095 %,"1008,9 hPa","Min. 13:351007,3 hPa","Max. 23:551011,8 hPa","2,6 l/m²","Max. 06:300,2 l/m²","0,7 km/h (0 Bft)","Max. 21:103,9 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"1,2 °C","Max. 16:002,0 °C","Min. 23:400,0 °C","2,3 °C","Max. 16:002,9 °C","Min. 02:051,8 °C","3,6 km/h (1 Bft)","Max. 23:5014,5 km/h (3 Bft)"
26,27.01.2011,"1,6 °C","Min. 20:150,3 °C","Max. 12:304,4 °C",77 %,Min. 12:3569 %,Max. 00:1085 %,"1015,8 hPa","Min. 00:001011,8 hPa","Max. 23:351018,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,3 km/h (1 Bft)","Max. 09:407,5 km/h (2 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-2,0 °C","Max. 00:00-0,0 °C","Min. 20:20-3,4 °C","1,6 °C","Max. 12:304,4 °C","Min. 20:150,3 °C","8,7 km/h (2 Bft)","Max. 21:5020,9 km/h (4 Bft)"
27,28.01.2011,"1,0 °C","Min. 23:35-0,2 °C","Max. 15:152,2 °C",74 %,Min. 13:1070 %,Max. 00:0078 %,"1019,6 hPa","Min. 00:001018,6 hPa","Max. 11:151020,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,1 km/h (1 Bft)","Max. 21:559,3 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-3,2 °C","Max. 17:45-1,8 °C","Min. 23:35-4,8 °C","1,0 °C","Max. 15:152,2 °C","Min. 21:55-2,5 °C","8,4 km/h (2 Bft)","Max. 04:3024,1 km/h (4 Bft)"
28,29.01.2011,"-0,8 °C","Min. 08:10-2,8 °C","Max. 13:452,7 °C",68 %,Min. 13:2555 %,Max. 21:5078 %,"1018,2 hPa","Min. 15:351016,6 hPa","Max. 00:001019,8 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,5 km/h (1 Bft)","Max. 02:005,5 km/h (2 Bft)",O-NO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-6,0 °C","Max. 01:20-4,2 °C","Min. 08:50-7,2 °C","-0,8 °C","Max. 13:402,6 °C","Min. 08:10-2,8 °C","6,5 km/h (2 Bft)","Max. 03:0519,3 km/h (3 Bft)"
29,30.01.2011,"-2,0 °C","Min. 08:15-5,1 °C","Max. 14:402,8 °C",75 %,Min. 14:0061 %,Max. 09:1586 %,"1018,6 hPa","Min. 04:251017,3 hPa","Max. 23:251021,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,6 km/h (0 Bft)","Max. 13:253,6 km/h (1 Bft)",NW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-5,8 °C","Max. 15:10-3,8 °C","Min. 08:15-7,5 °C","-2,0 °C","Max. 14:402,8 °C","Min. 08:15-5,1 °C","3,3 km/h (1 Bft)","Max. 01:009,7 km/h (2 Bft)"
30,31.01.2011,"-4,0 °C","Min. 08:00-6,2 °C","Max. 14:20-1,8 °C",83 %,Min. 14:2073 %,Max. 08:4091 %,"1024,2 hPa","Min. 00:051021,0 hPa","Max. 22:201027,1 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,1 km/h (1 Bft)","Max. 12:106,4 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-6,5 °C","Max. 23:35-5,7 °C","Min. 08:00-7,6 °C","-4,0 °C","Max. 14:20-1,8 °C","Min. 08:00-6,2 °C","4,4 km/h (1 Bft)","Max. 12:1516,1 km/h (3 Bft)"
31,01.02.2011,"-2,7 °C","Min. 00:00-3,7 °C","Max. 15:00-1,6 °C",83 %,Min. 14:1578 %,Max. 11:2089 %,"1028,1 hPa","Min. 04:251026,7 hPa","Max. 23:551030,5 hPa","0,0 l/m²","Max. 00:000,0 l/m²","0,8 km/h (0 Bft)","Max. 00:303,3 km/h (1 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-5,3 °C","Max. 11:20-4,1 °C","Min. 00:00-6,0 °C","-2,7 °C","Max. 15:05-1,6 °C","Min. 00:00-3,7 °C","4,3 km/h (1 Bft)","Max. 15:4011,3 km/h (2 Bft)"
32,02.02.2011,"-1,2 °C","Min. 02:55-3,2 °C","Max. 23:200,5 °C",86 %,Min. 01:3579 %,Max. 10:1091 %,"1031,7 hPa","Min. 00:001030,5 hPa","Max. 11:451033,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","1,0 km/h (0 Bft)","Max. 23:055,3 km/h (1 Bft)",S-SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-3,4 °C","Max. 15:10-1,9 °C","Min. 01:40-6,1 °C","-1,3 °C","Max. 23:200,5 °C","Min. 02:55-3,2 °C","4,5 km/h (1 Bft)","Max. 23:0511,3 km/h (2 Bft)"
33,03.02.2011,"0,6 °C","Min. 07:200,1 °C","Max. 23:151,8 °C",91 %,Min. 00:0082 %,Max. 20:3095 %,"1029,8 hPa","Min. 15:051028,8 hPa","Max. 19:101030,9 hPa","4,6 l/m²","Max. 11:253,6 l/m²","1,2 km/h (1 Bft)","Max. 00:404,4 km/h (1 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"-0,7 °C","Max. 23:151,1 °C","Min. 00:35-2,3 °C","0,6 °C","Max. 23:151,8 °C","Min. 07:200,1 °C","4,6 km/h (1 Bft)","Max. 06:0012,9 km/h (3 Bft)"
34,04.02.2011,"5,3 °C","Min. 00:001,8 °C","Max. 19:358,3 °C",86 %,Min. 19:5575 %,Max. 00:0095 %,"1027,7 hPa","Min. 16:451026,2 hPa","Max. 00:251030,5 hPa","0,2 l/m²","Max. 09:400,2 l/m²","3,3 km/h (1 Bft)","Max. 15:409,3 km/h (2 Bft)",SO,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"3,1 °C","Max. 23:355,6 °C","Min. 02:500,9 °C","5,3 °C","Max. 19:358,3 °C","Min. 00:001,8 °C","10,6 km/h (2 Bft)","Max. 12:1530,6 km/h (5 Bft)"
35,05.02.2011,"9,3 °C","Min. 00:007,9 °C","Max. 14:5511,2 °C",75 %,Min. 14:5568 %,Max. 00:0085 %,"1027,0 hPa","Min. 01:551026,0 hPa","Max. 11:251027,9 hPa","0,0 l/m²","Max. 00:000,0 l/m²","4,6 km/h (1 Bft)","Max. 11:509,7 km/h (2 Bft)",S,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"5,2 °C","Max. 14:505,8 °C","Min. 19:154,8 °C","9,2 °C","Max. 14:5511,2 °C","Min. 08:056,7 °C","14,9 km/h (3 Bft)","Max. 12:2537,0 km/h (5 Bft)"
36,06.02.2011,"8,1 °C","Min. 23:401,3 °C","Max. 14:5511,7 °C",77 %,Min. 14:0065 %,Max. 23:4091 %,"1027,5 hPa","Min. 17:301025,9 hPa","Max. 09:151029,2 hPa","0,0 l/m²","Max. 00:000,0 l/m²","2,3 km/h (1 Bft)","Max. 11:406,5 km/h (2 Bft)",SW,"0,00 h","Max. 00:000,00 h","0,000 mm","Max. 00:000,000 mm","0,0 UV-I","Max. 00:000,0 UV-I",0 W/m²,Max. 00:000 W/m²,"4,2 °C","Max. 13:505,6 °C","Min. 23:40-0,0 °C","8,0 °C","Max. 14:5511,7 °C","Min. 23:401,3 °C","7,6 km/h (2 Bft)","Max. 02:2519,3 km/h (3 Bft)"
